Frame #,# Obj,X,Y,Z,Doppler,Intensity,Abs Time
693,39,0.38477,1.9844,0.34277,-0.356,55,1.6171e+09
693,39,0.45508,1.999,0.34766,-0.356,32,1.6171e+09
693,39,0.46094,2.0293,0.3418,-0.356,12,1.6171e+09
694,28,0.49023,1.8525,0.42188,0,10,1.6171e+09
694,28,0.56055,1.8711,0.38867,0,23,1.6171e+09
694,28,0.63184,1.8838,0.36914,0,36,1.6171e+09
694,28,0.64063,1.9131,0.36523,0,38,1.6171e+09
694,28,0.58496,1.9639,0.35254,0,28,1.6171e+09
694,28,0,1.7666,0.26367,0.356,10,1.6171e+09
694,28,0,1.8037,0.21191,0.356,14,1.6171e+09
694,28,0,1.834,0.19922,0.356,14,1.6171e+09
694,28,0,1.8604,0.22656,0.356,12,1.6171e+09
694,28,0,1.8984,0.14844,0.356,9,1.6171e+09
694,28,0.42969,1.8135,0.61426,0.356,27,1.6171e+09
694,28,0.49805,1.8564,0.52051,0.356,56,1.6171e+09
694,28,0.56836,1.8818,0.46875,0.356,81,1.6171e+09
694,28,0.57617,1.916,0.44922,0.356,85,1.6171e+09
694,28,0.58496,1.9492,0.42578,0.356,62,1.6171e+09
694,28,0.42969,1.8438,0.51563,0.71201,9,1.6171e+09
694,28,0.56055,1.832,0.54395,0.71201,21,1.6171e+09
694,28,0.56836,1.8652,0.53125,0.71201,31,1.6171e+09
694,28,0.57617,1.9004,0.50977,0.71201,33,1.6171e+09
694,28,0.58496,1.9258,0.52344,0.71201,24,1.6171e+09
694,28,0,1.7803,0.15137,-0.356,8,1.6171e+09
694,28,0,1.8125,0.11426,-0.356,10,1.6171e+09
694,28,0,1.8398,0.14355,-0.356,10,1.6171e+09
694,28,0,1.873,0.061523,-0.356,9,1.6171e+09
694,28,0.31152,1.8779,0.58398,-0.356,22,1.6171e+09
694,28,0.31543,1.8994,0.61426,-0.356,27,1.6171e+09
694,28,0.25586,1.9268,0.65039,-0.356,22,1.6171e+09
694,28,0.3252,1.9775,0.55664,-0.356,13,1.6171e+09
695,28,0,1.7852,0.070313,0,9,1.6171e+09
695,28,0.056641,1.8145,0.047852,0,13,1.6171e+09
695,28,0.057617,1.8438,0.052734,0,12,1.6171e+09
695,28,0,1.873,0.084961,0,7,1.6171e+09
695,28,0,1.751,0.15332,0.356,15,1.6171e+09
695,28,0,1.7773,0.18652,0.356,31,1.6171e+09
695,28,0,1.8076,0.17188,0.356,43,1.6171e+09
695,28,0,1.8379,0.16602,0.356,41,1.6171e+09
695,28,0,1.8701,0.12988,0.356,27,1.6171e+09
695,28,0,1.8955,0.17871,0.356,12,1.6171e+09
695,28,0.44238,1.9189,0.45215,0.356,44,1.6171e+09
695,28,0.44824,1.9482,0.45508,0.356,41,1.6171e+09
695,28,0.58496,1.9229,0.53418,0.356,33,1.6171e+09
695,28,0,1.7803,0.15137,0.71201,10,1.6171e+09
695,28,0,1.8037,0.21289,0.71201,14,1.6171e+09
695,28,0,1.8252,0.27246,0.71201,13,1.6171e+09
695,28,0.058594,1.8643,0.18945,0.71201,9,1.6171e+09
695,28,0,1.7578,0,-0.356,8,1.6171e+09
695,28,0,1.7842,0.09082,-0.356,16,1.6171e+09
695,28,0,1.8115,0.13086,-0.356,22,1.6171e+09
695,28,0,1.8428,0.10352,-0.356,22,1.6171e+09
695,28,0,1.8711,0.11426,-0.356,15,1.6171e+09
695,28,0.37891,1.959,0.31934,-0.356,19,1.6171e+09
695,28,0.38477,1.9922,0.29199,-0.356,18,1.6171e+09
695,28,0.38965,2.0264,0.25977,-0.356,11,1.6171e+09
696,20,0.71484,1.8105,0.73145,0,13,1.6171e+09
696,20,0.72461,1.8604,0.67969,0,11,1.6171e+09
696,20,0,1.7666,0.26367,0.356,7,1.6171e+09
696,20,0,1.8115,0.12598,0.356,12,1.6171e+09
696,20,0,1.8408,0.12402,0.356,14,1.6171e+09
696,20,0,1.8721,0.10449,0.356,12,1.6171e+09
696,20,0,1.8936,-0.19531,0.356,7,1.6171e+09
696,20,0.18652,1.8906,0.59766,0.356,23,1.6171e+09
696,20,0.25293,1.9248,0.56055,0.356,36,1.6171e+09
696,20,0.25586,1.9795,0.46875,0.356,37,1.6171e+09
696,20,0.72461,1.8008,0.82422,0.356,21,1.6171e+09
696,20,0,1.8447,-0.055664,-0.356,9,1.6171e+09
696,20,0,1.8662,-0.17773,-0.356,9,1.6171e+09
696,20,0.18652,1.9336,0.44141,-0.356,15,1.6171e+09
696,20,0.31543,1.9326,0.49805,-0.356,24,1.6171e+09
696,20,0.25586,1.9746,0.48926,-0.356,25,1.6171e+09
696,20,0.25977,2.0283,0.37988,-0.356,17,1.6171e+09
696,20,0.19531,2.0615,0.18945,0.356,24,1.6171e+09
697,7,0,1.8076,0.16895,0.356,10,1.6171e+09
697,7,0,1.8379,0.16504,0.356,12,1.6171e+09
697,7,0,1.8721,0.086914,0.356,10,1.6171e+09
697,7,0.38965,1.9551,0.5918,0.356,9,1.6171e+09
697,7,0,1.8145,0.063477,-0.356,9,1.6171e+09
697,7,0,1.8428,0.084961,-0.356,10,1.6171e+09
697,7,0,1.874,-0.022461,-0.356,9,1.6171e+09
698,6,0,1.8066,0.17871,0.356,8,1.6171e+09
698,6,-0.057617,1.8252,0.2627,0.356,9,1.6171e+09
698,6,0,1.8672,0.16602,0.356,7,1.6171e+09
698,6,0,1.7959,0.26758,-0.356,8,1.6171e+09
698,6,0,1.8359,0.18457,-0.356,9,1.6171e+09
698,6,0,1.873,0.084961,-0.356,7,1.6171e+09
699,2,0,1.7842,0.33984,0.356,7,1.6171e+09
699,2,0,1.8125,0.3457,0.356,7,1.6171e+09
700,20,0,1.7979,0.25781,0.356,8,1.6171e+09
700,20,0,1.8398,0.14355,0.356,11,1.6171e+09
700,20,-0.11719,1.8701,0.041992,0.356,13,1.6171e+09
700,20,-0.11914,1.9004,-0.0097656,0.356,12,1.6171e+09
700,20,0.18652,1.875,0.64453,0.356,16,1.6171e+09
700,20,0.25293,1.8945,0.65723,0.356,25,1.6171e+09
700,20,0.25586,1.9209,0.66797,0.356,27,1.6171e+09
700,20,0.25977,1.9434,0.69434,0.356,21,1.6171e+09
700,20,0.26367,1.9561,0.74316,0.356,10,1.6171e+09
700,20,0.18945,1.8896,0.69238,0.71201,7,1.6171e+09
700,20,0.25586,1.8633,0.81543,0.71201,8,1.6171e+09
700,20,0,1.8066,0.18555,-0.356,8,1.6171e+09
700,20,0,1.8447,0.010742,-0.356,11,1.6171e+09
700,20,-0.058594,1.874,0.00097656,-0.356,13,1.6171e+09
700,20,0,1.9023,-0.077148,-0.356,11,1.6171e+09
700,20,0,1.9316,0.06543,-0.356,8,1.6171e+09
700,20,0.18652,1.9111,0.52832,-0.356,13,1.6171e+09
700,20,0.25293,1.9199,0.5791,-0.356,20,1.6171e+09
700,20,0.25586,1.9443,0.59766,-0.356,22,1.6171e+09
700,20,0.25977,1.9805,0.57715,-0.356,16,1.6171e+09
701,16,0.18945,1.9473,0.50586,0,8,1.6171e+09
701,16,0.19238,1.9219,0.68652,0,8,1.6171e+09
701,16,0.25977,1.9971,0.51953,0,7,1.6171e+09
701,16,0,1.8643,0.19238,0.356,7,1.6171e+09
701,16,0.18652,1.8965,0.57715,0.356,18,1.6171e+09
701,16,0.18945,1.9258,0.58398,0.356,31,1.6171e+09
701,16,0.25586,1.9561,0.55859,0.356,36,1.6171e+09
701,16,0.25977,1.9863,0.55664,0.356,28,1.6171e+09
701,16,0.3291,1.9863,0.62793,0.356,16,1.6171e+09
701,16,0.12598,1.9033,0.66699,0.71201,9,1.6171e+09
701,16,0.19238,1.9414,0.63086,0.71201,11,1.6171e+09
701,16,0.19531,1.9648,0.65332,0.71201,8,1.6171e+09
701,16,0.25293,1.9707,0.36914,-0.356,19,1.6171e+09
701,16,0.19238,1.998,0.41504,-0.356,21,1.6171e+09
701,16,0.25977,2.0215,0.41016,-0.356,17,1.6171e+09
701,16,0.3291,2.0273,0.47754,-0.356,9,1.6171e+09
702,18,0.51953,1.8516,0.79102,0,6,1.6171e+09
702,18,0.65918,1.8408,0.79102,0,9,1.6171e+09
702,18,0.66797,1.8828,0.76172,0,9,1.6171e+09
702,18,0.12402,1.8721,0.66797,0.356,11,1.6171e+09
702,18,0.18945,1.9033,0.65332,0.356,21,1.6171e+09
702,18,0.25586,1.9326,0.63379,0.356,25,1.6171e+09
702,18,0.3252,1.9551,0.62988,0.356,23,1.6171e+09
702,18,0.52734,1.8779,0.80176,0.356,20,1.6171e+09
702,18,0.66797,1.8379,0.86523,0.356,19,1.6171e+09
702,18,0.19238,1.9531,0.59473,0.71201,7,1.6171e+09
702,18,0.38965,1.9512,0.60352,0.71201,8,1.6171e+09
702,18,0.59277,1.8125,0.89941,0.71201,9,1.6171e+09
702,18,0.60156,1.8223,0.94336,0.71201,8,1.6171e+09
702,18,0.12402,1.9121,0.54297,-0.356,9,1.6171e+09
702,18,0.18945,1.9346,0.55371,-0.356,16,1.6171e+09
702,18,0.19238,1.957,0.5791,-0.356,19,1.6171e+09
702,18,0.19531,1.9873,0.58203,-0.356,16,1.6171e+09
702,18,0.3291,2.0195,0.51074,-0.356,10,1.6171e+09
703,6,0.46094,1.9326,0.70703,0,5,1.6171e+09
703,6,0.60156,1.9404,0.66797,0,7,1.6171e+09
703,6,0.54199,1.8887,0.91504,0,6,1.6171e+09
703,6,0.46094,1.9014,0.78809,0.356,12,1.6171e+09
703,6,0.60156,1.8857,0.80957,0.356,15,1.6171e+09
703,6,0.60938,1.8701,0.91016,0.356,13,1.6171e+09
704,17,0,1.9512,0.52539,0.356,9,1.6171e+09
704,17,0,1.9404,0.66016,0.356,10,1.6171e+09
704,17,0.12988,1.9023,0.83105,0.356,9,1.6171e+09
704,17,0.3291,1.8848,0.88672,0.356,10,1.6171e+09
704,17,0,1.9561,0.37305,-0.356,8,1.6171e+09
704,17,0.063477,1.959,0.49121,-0.356,12,1.6171e+09
704,17,0.064453,1.9805,0.52637,-0.356,13,1.6171e+09
704,17,0,2.0107,0.52832,-0.356,10,1.6171e+09
705,1,-0.11719,1.8701,0.041992,0.356,6,1.6171e+09
706,17,0.26758,1.9434,0.84961,0,8,1.6171e+09
706,17,0.20313,1.9775,0.8623,0,8,1.6171e+09
706,17,0.41211,2.125,0.37402,0,7,1.6171e+09
706,17,0.4873,2.1719,0.00097656,0,7,1.6171e+09
706,17,0.48047,2.1426,-0.042969,-0.71201,9,1.6171e+09
706,17,0.4873,2.165,-0.17871,-0.71201,10,1.6171e+09
706,17,0.27051,1.9697,0.86133,-0.356,18,1.6171e+09
706,17,0.34277,2.1055,0.52539,-0.356,15,1.6171e+09
706,17,0.41699,2.1865,0.016602,-0.356,14,1.6171e+09
706,17,0.49316,2.1641,-0.39844,-0.356,12,1.6171e+09
707,18,0.25977,1.8994,0.80566,0,7,1.6171e+09
707,18,0.19727,1.9111,0.86914,0,9,1.6171e+09
707,18,0.2002,1.9297,0.89746,0,8,1.6171e+09
707,18,0.1377,1.9531,0.99512,0,9,1.6171e+09
707,18,0.069336,2.0625,0.83594,0,8,1.6171e+09
707,18,0.1377,2.0684,0.72656,-0.71201,12,1.6171e+09
707,18,0.26367,1.8779,0.92188,-0.356,18,1.6171e+09
707,18,0.2002,1.958,0.83398,-0.356,17,1.6171e+09
707,18,0.13574,1.998,0.82813,-0.356,16,1.6171e+09
707,18,0.1377,2.0557,0.7627,-0.356,18,1.6171e+09
707,18,0.13867,2.1094,0.69824,-0.356,17,1.6171e+09
707,18,0.21191,2.1025,0.78711,-0.356,11,1.6171e+09
708,14,0.064453,1.7998,0.97949,0,6,1.6171e+09
708,14,0.06543,1.9609,0.68848,0,8,1.6171e+09
708,14,0.13184,1.9268,0.84668,0,8,1.6171e+09
708,14,0,1.7568,0.32617,0.356,6,1.6171e+09
708,14,0,1.791,0.2998,0.356,8,1.6171e+09
708,14,0,1.8252,0.27246,0.356,8,1.6171e+09
708,14,0.064453,1.9531,0.62109,0.356,10,1.6171e+09
708,14,0.19531,1.9424,0.7168,0.356,11,1.6171e+09
708,14,0.06543,2.0176,0.61035,0.356,8,1.6171e+09
708,14,0,1.8008,0.23438,-0.356,8,1.6171e+09
708,14,0,1.8359,0.18945,-0.356,7,1.6171e+09
708,14,0.12793,1.9473,0.62891,-0.356,20,1.6171e+09
708,14,0.12988,1.9629,0.67383,-0.356,24,1.6171e+09
708,14,0.13184,1.9893,0.68848,-0.356,19,1.6171e+09
709,13,0,1.959,0.60547,0,5,1.6171e+09
709,13,0.06543,1.9482,0.72266,0,9,1.6171e+09
709,13,0.06543,1.9912,0.69141,0,12,1.6171e+09
709,13,0.066406,2.0078,0.73242,0,13,1.6171e+09
709,13,0.13574,2.0371,0.72656,0,10,1.6171e+09
709,13,0.068359,1.9697,0.96973,0,6,1.6171e+09
709,13,0.12988,1.9355,0.74805,0.356,21,1.6171e+09
709,13,0.13184,1.9609,0.76367,0.356,28,1.6171e+09
709,13,0.13379,1.9688,0.82422,0.356,29,1.6171e+09
709,13,0.13574,1.9678,0.89844,0.356,22,1.6171e+09
709,13,0.068359,2.0146,0.87305,0.356,13,1.6171e+09
709,13,0.06543,1.8711,0.9707,0.71201,10,1.6171e+09
709,13,0,1.959,0.85547,0.71201,10,1.6171e+09
710,12,0.12988,1.9238,0.78027,0,7,1.6171e+09
710,12,0.13184,1.9863,0.69531,0,7,1.6171e+09
710,12,0.13379,1.9102,0.9502,0,6,1.6171e+09
710,12,0.19531,1.918,0.7793,0.356,8,1.6171e+09
710,12,0.19727,1.9766,0.70703,0.356,10,1.6171e+09
710,12,0.13379,2.0313,0.65332,0.356,8,1.6171e+09
710,12,0.13184,2.0303,0.55371,-0.71201,7,1.6171e+09
710,12,0.12793,1.9688,0.55859,-0.356,11,1.6171e+09
710,12,0.19531,1.9668,0.64746,-0.356,19,1.6171e+09
710,12,0.19727,1.9766,0.70703,-0.356,22,1.6171e+09
710,12,0.13379,2.0049,0.73047,-0.356,17,1.6171e+09
710,12,0.13574,2.0107,0.79785,-0.356,10,1.6171e+09
712,4,0,1.7891,0.3125,0.356,6,1.6171e+09
712,4,0,1.8359,0.18945,0.356,6,1.6171e+09
712,4,0.19531,1.9727,0.62695,-0.356,8,1.6171e+09
712,4,0.13184,1.9951,0.66992,-0.356,8,1.6171e+09
713,5,0.13379,1.9355,0.89844,0,5,1.6171e+09
713,5,0.20313,2.0049,0.79785,0,6,1.6171e+09
713,5,0.13574,1.9824,0.86621,0.356,9,1.6171e+09
714,12,0.13574,2.0049,0.8125,0,6,1.6171e+09
714,12,0,1.7822,0.34961,0.356,5,1.6171e+09
714,12,0,1.8252,0.27246,0.356,7,1.6171e+09
714,12,0,1.8369,0.375,0.356,6,1.6171e+09
714,12,0.33398,1.9121,0.89551,0.356,13,1.6171e+09
714,12,0.20313,2.0088,0.78711,0.356,15,1.6171e+09
714,12,0.20605,1.9883,0.91211,0.356,15,1.6171e+09
714,12,0,1.832,0.22363,-0.356,6,1.6171e+09
714,12,0,1.8535,0.27637,-0.356,6,1.6171e+09
715,2,-0.11719,1.8496,0.27832,0.356,8,1.6171e+09
715,2,0,1.8779,0.31445,0.356,8,1.6171e+09
716,20,0,1.833,0.21191,0.356,10,1.6171e+09
716,20,0,1.8604,0.22656,0.356,11,1.6171e+09
716,20,0,1.8955,0.17969,0.356,10,1.6171e+09
716,20,0,1.8438,0.066406,-0.356,8,1.6171e+09
716,20,0,1.8711,0.11816,-0.356,10,1.6171e+09
716,20,0,1.9033,0.05957,-0.356,10,1.6171e+09
717,19,0.38477,1.8262,0.84961,0,9,1.6171e+09
717,19,0.51953,1.8359,0.82715,0,13,1.6171e+09
717,19,0.46777,1.8408,0.98242,0,8,1.6171e+09
717,19,0,1.7822,0.34766,0.356,6,1.6171e+09
717,19,0,1.8018,0.39648,0.356,7,1.6171e+09
717,19,-0.058594,1.8164,0.46094,0.356,6,1.6171e+09
717,19,0.51953,1.9287,0.57715,-0.71201,10,1.6171e+09
717,19,0.46094,1.875,0.84863,-0.71201,9,1.6171e+09
717,19,0,1.8174,0.31738,-0.356,6,1.6171e+09
717,19,0.5127,1.9053,0.55762,-0.356,19,1.6171e+09
717,19,0.51953,1.8896,0.69629,-0.356,26,1.6171e+09
717,19,0.52734,1.8662,0.8291,-0.356,26,1.6171e+09
717,19,0.53418,1.8516,0.92578,-0.356,18,1.6171e+09
717,19,0.47363,1.9131,0.90039,-0.356,8,1.6171e+09
718,34,0.24902,1.8828,0.59961,0,13,1.6171e+09
718,34,0.25293,1.9072,0.61719,0,25,1.6171e+09
718,34,0.32031,1.9131,0.66309,0,32,1.6171e+09
718,34,0.25977,1.9473,0.68262,0,28,1.6171e+09
718,34,0.3291,1.9512,0.72852,0,18,1.6171e+09
718,34,0.46777,1.959,0.7168,0,7,1.6171e+09
718,34,0,1.8721,-0.095703,0.356,7,1.6171e+09
718,34,0,1.8994,-0.12793,0.356,7,1.6171e+09
718,34,0.24902,1.8447,0.70898,0.356,28,1.6171e+09
718,34,0.25293,1.875,0.71094,0.356,54,1.6171e+09
718,34,0.25586,1.9033,0.71875,0.356,69,1.6171e+09
718,34,0.3252,1.916,0.74121,0.356,61,1.6171e+09
718,34,0.3291,1.9473,0.73828,0.356,36,1.6171e+09
718,34,0.33398,1.9238,0.87109,0.356,14,1.6171e+09
718,34,0.25293,1.8506,0.77246,0.71201,14,1.6171e+09
718,34,0.25586,1.8809,0.77441,0.71201,18,1.6171e+09
718,34,0.25977,1.9209,0.75391,0.71201,15,1.6171e+09
718,34,0.26367,1.9434,0.77539,0.71201,9,1.6171e+09
718,34,0.32031,1.9785,0.43066,-1.068,7,1.6171e+09
718,34,0.25977,1.9971,0.51953,-1.068,6,1.6171e+09
718,34,0.18652,1.9229,0.4834,-0.71201,14,1.6171e+09
718,34,0.31543,1.9307,0.50781,-0.71201,30,1.6171e+09
718,34,0.32031,1.9453,0.56348,-0.71201,38,1.6171e+09
718,34,0.3252,1.9717,0.5752,-0.71201,33,1.6171e+09
718,34,0.3291,2.002,0.57422,-0.71201,20,1.6171e+09
718,34,0,1.8701,-0.13086,-0.356,7,1.6171e+09
718,34,0,1.8994,-0.12793,-0.356,6,1.6171e+09
718,34,0.24512,1.8623,0.56836,-0.356,13,1.6171e+09
718,34,0.24902,1.8984,0.54883,-0.356,48,1.6171e+09
718,34,0.31543,1.9082,0.58496,-0.356,96,1.6171e+09
718,34,0.32031,1.9365,0.5918,-0.356,124,1.6171e+09
718,34,0.3252,1.9619,0.60645,-0.356,108,1.6171e+09
718,34,0.3291,1.9795,0.64941,-0.356,65,1.6171e+09
718,34,0.40137,1.9893,0.6748,-0.356,25,1.6171e+09
719,33,0.18652,1.9014,0.56152,0,12,1.6171e+09
719,33,0.18945,1.9043,0.65039,0,19,1.6171e+09
719,33,0.32031,1.9111,0.66992,0,22,1.6171e+09
719,33,0.25977,1.9482,0.67969,0,17,1.6171e+09
719,33,0.3291,1.9268,0.79102,0,9,1.6171e+09
719,33,0,1.8086,0.16113,0.356,7,1.6171e+09
719,33,0,1.8428,0.09668,0.356,12,1.6171e+09
719,33,0,1.873,0.075195,0.356,15,1.6171e+09
719,33,0,1.8994,0.13281,0.356,14,1.6171e+09
719,33,0.12402,1.8711,0.66992,0.356,25,1.6171e+09
719,33,0.18945,1.874,0.7334,0.356,44,1.6171e+09
719,33,0.19238,1.9014,0.74121,0.356,49,1.6171e+09
719,33,0.25977,1.9121,0.77441,0.356,39,1.6171e+09
719,33,0.19727,1.9482,0.7832,0.356,20,1.6171e+09
719,33,0.18945,1.8252,0.84668,0.71201,11,1.6171e+09
719,33,0.12793,1.9053,0.74707,0.71201,12,1.6171e+09
719,33,0.19531,1.8857,0.85449,0.71201,10,1.6171e+09
719,33,0.24902,1.9141,0.49219,-0.71201,14,1.6171e+09
719,33,0.25293,1.9346,0.52637,-0.71201,23,1.6171e+09
719,33,0.25586,1.96,0.54395,-0.71201,27,1.6171e+09
719,33,0.25977,1.9932,0.53418,-0.71201,21,1.6171e+09
719,33,0.19727,2.0088,0.61133,-0.71201,10,1.6171e+09
719,33,0,1.8135,0.095703,-0.356,6,1.6171e+09
719,33,0,1.8438,0.0625,-0.356,11,1.6171e+09
719,33,-0.058594,1.874,0.0029297,-0.356,14,1.6171e+09
719,33,-0.05957,1.9023,-0.021484,-0.356,12,1.6171e+09
719,33,0.24512,1.8574,0.58301,-0.356,15,1.6171e+09
719,33,0.18652,1.8965,0.57813,-0.356,45,1.6171e+09
719,33,0.25293,1.917,0.58789,-0.356,76,1.6171e+09
719,33,0.25586,1.9404,0.61035,-0.356,86,1.6171e+09
719,33,0.25977,1.9658,0.62695,-0.356,68,1.6171e+09
719,33,0.26367,1.9893,0.64746,-0.356,35,1.6171e+09
719,33,0.33398,1.9814,0.72949,-0.356,11,1.6171e+09
720,26,0.31152,1.873,0.60156,0,8,1.6171e+09
720,26,0.25293,1.9082,0.61621,0,11,1.6171e+09
720,26,0.25586,1.9219,0.66602,0,11,1.6171e+09
720,26,0.3252,1.915,0.74414,0,8,1.6171e+09
720,26,0,1.7959,0.26758,0.356,6,1.6171e+09
720,26,0,1.8262,0.26172,0.356,8,1.6171e+09
720,26,0,1.8691,0.13672,0.356,9,1.6171e+09
720,26,0.24902,1.8555,0.68066,0.356,21,1.6171e+09
720,26,0.25293,1.875,0.70996,0.356,32,1.6171e+09
720,26,0.25586,1.9023,0.7207,0.356,32,1.6171e+09
720,26,0.3252,1.9365,0.68457,0.356,23,1.6171e+09
720,26,0.26367,1.9854,0.66016,0.356,10,1.6171e+09
720,26,0.18945,1.8203,0.85645,0.71201,8,1.6171e+09
720,26,0.19238,1.876,0.80469,0.71201,8,1.6171e+09
720,26,0.24902,1.9121,0.49805,-0.71201,10,1.6171e+09
720,26,0.25293,1.9404,0.50488,-0.71201,15,1.6171e+09
720,26,0.32031,1.9521,0.53809,-0.71201,15,1.6171e+09
720,26,0.3252,1.9873,0.51953,-0.71201,11,1.6171e+09
720,26,0,1.8359,0.18945,-0.356,8,1.6171e+09
720,26,0,1.8682,0.15918,-0.356,8,1.6171e+09
720,26,0.24512,1.874,0.52734,-0.356,14,1.6171e+09
720,26,0.24902,1.8857,0.59082,-0.356,34,1.6171e+09
720,26,0.31543,1.9102,0.58008,-0.356,51,1.6171e+09
720,26,0.32031,1.9375,0.58984,-0.356,52,1.6171e+09
720,26,0.3252,1.9697,0.58301,-0.356,36,1.6171e+09
720,26,0.26367,2.0146,0.56641,-0.356,16,1.6171e+09
722,6,0,1.8125,0.3457,0.356,8,1.6171e+09
722,6,0,1.8389,0.36133,0.356,9,1.6171e+09
722,6,-0.17871,1.8525,0.40039,0.356,9,1.6171e+09
722,6,0,1.8262,0.26172,-0.356,8,1.6171e+09
722,6,0,1.8584,0.24316,-0.356,8,1.6171e+09
722,6,0,1.875,0.32715,-0.356,7,1.6171e+09
723,2,0,1.8574,0.25195,-0.356,6,1.6171e+09
723,2,0,1.8848,0.27051,-0.356,7,1.6171e+09
724,3,0,1.875,0.32715,-0.356,5,1.6171e+09
724,3,0,1.9229,0.19824,-0.356,6,1.6171e+09
724,3,0,1.9287,0.49805,-0.356,7,1.6171e+09
725,23,0.56055,1.7236,0.82617,0,7,1.6171e+09
725,23,0.56836,1.7764,0.7793,0,12,1.6171e+09
725,23,0.57617,1.8184,0.75195,0,16,1.6171e+09
725,23,0.51953,1.8496,0.79688,0,14,1.6171e+09
725,23,0.59277,1.9131,0.65918,0,9,1.6171e+09
725,23,0,1.8145,0.082031,0.356,7,1.6171e+09
725,23,0,1.8252,0.27246,0.356,9,1.6171e+09
725,23,0,1.8633,0.20215,0.356,8,1.6171e+09
725,23,0.44238,1.833,0.72656,0.356,11,1.6171e+09
725,23,0.44824,1.7881,0.89648,0.356,12,1.6171e+09
725,23,0.45508,1.8242,0.88867,0.356,9,1.6171e+09
725,23,0.56836,1.8418,0.60742,-0.71201,12,1.6171e+09
725,23,0.57617,1.8701,0.61035,-0.71201,15,1.6171e+09
725,23,0.58496,1.8994,0.61133,-0.71201,12,1.6171e+09
725,23,0,1.8105,0.1416,-0.356,8,1.6171e+09
725,23,0,1.8379,0.16699,-0.356,11,1.6171e+09
725,23,0,1.874,0.027344,-0.356,10,1.6171e+09
725,23,0,1.9023,0.075195,-0.356,7,1.6171e+09
725,23,0.49805,1.8057,0.67676,-0.356,18,1.6171e+09
725,23,0.56836,1.8057,0.70801,-0.356,30,1.6171e+09
725,23,0.57617,1.8281,0.72656,-0.356,36,1.6171e+09
725,23,0.51953,1.8623,0.76465,-0.356,31,1.6171e+09
725,23,-0.25977,2.04,-0.30664,0.356,6,1.6171e+09
726,23,0.55176,1.8076,0.5293,0,10,1.6171e+09
726,23,0.56055,1.834,0.53906,0,17,1.6171e+09
726,23,0.56836,1.8525,0.57324,0,21,1.6171e+09
726,23,0.57617,1.8818,0.5752,0,20,1.6171e+09
726,23,0.51953,1.9316,0.56836,0,13,1.6171e+09
726,23,0.37305,1.8721,0.56934,0.356,12,1.6171e+09
726,23,0.37891,1.8877,0.61523,0.356,19,1.6171e+09
726,23,0.32031,1.9189,0.64648,0.356,19,1.6171e+09
726,23,0.3252,1.9014,0.77539,0.356,14,1.6171e+09
726,23,0.66016,2.9287,0.30078,0.356,10,1.6171e+09
726,23,0.61328,1.8369,0.31641,-0.71201,12,1.6171e+09
