SpineBase_X,SpineMid_X,Neck_X,Head_X,ShoulderLeft_X,ElbowLeft_X,WristLeft_X,HandLeft_X,ShoulderRight_X,ElbowRight_X,WristRight_X,HandRight_X,HipLeft_X,KneeLeft_X,AnkleLeft_X,FootLeft_X,HipRight_X,KneeRight_X,AnkleRight_X,FootRight_X,SpineShoulder_X,HandTipLeft_X,ThumbLeft_X,HandTipRight_X,ThumbRight_X,SpineBase_Y,SpineMid_Y,Neck_Y,Head_Y,ShoulderLeft_Y,ElbowLeft_Y,WristLeft_Y,HandLeft_Y,ShoulderRight_Y,ElbowRight_Y,WristRight_Y,HandRight_Y,HipLeft_Y,KneeLeft_Y,AnkleLeft_Y,FootLeft_Y,HipRight_Y,KneeRight_Y,AnkleRight_Y,FootRight_Y,SpineShoulder_Y,HandTipLeft_Y,ThumbLeft_Y,HandTipRight_Y,ThumbRight_Y,SpineBase_Z,SpineMid_Z,Neck_Z,Head_Z,ShoulderLeft_Z,ElbowLeft_Z,WristLeft_Z,HandLeft_Z,ShoulderRight_Z,ElbowRight_Z,WristRight_Z,HandRight_Z,HipLeft_Z,KneeLeft_Z,AnkleLeft_Z,FootLeft_Z,HipRight_Z,KneeRight_Z,AnkleRight_Z,FootRight_Z,SpineShoulder_Z,HandTipLeft_Z,ThumbLeft_Z,HandTipRight_Z,ThumbRight_Z
0.15011,0.15159,0.15304,0.15614,0.35123,0.54134,0.47698,0.45878,-0.030363,-0.057319,-0.065773,-0.049357,0.2336,0.2881,0.30292,0.30118,0.060406,0.019668,-0.00062548,-0.016744,0.15281,0.42503,0.41682,-0.059844,-0.076427,1.9753,1.992,1.9944,1.9903,1.9898,1.9688,1.9263,1.9276,1.9892,2.0182,1.959,1.9283,1.9287,1.9751,1.9907,1.8855,1.9391,1.978,1.9977,1.8983,1.9962,1.9074,1.9577,1.8986,1.9251,-0.0182,0.33167,0.66597,0.83738,0.52897,0.44564,0.65422,0.67645,0.50981,0.25826,0.020273,-0.047878,-0.017504,-0.47874,-0.84417,-0.92679,-0.018375,-0.45041,-0.8438,-0.92337,0.58452,0.72638,0.69057,-0.14463,-0.068076
0.15003,0.15165,0.15312,0.15687,0.35198,0.54193,0.47365,0.46573,-0.029999,-0.057035,-0.06768,-0.050648,0.23347,0.28813,0.30256,0.30072,0.060316,0.022395,-0.00075908,-0.016593,0.15289,0.43307,0.42054,-0.058383,-0.077535,1.9752,1.992,1.9944,1.9901,1.9919,1.9692,1.9278,1.9252,1.989,2.0178,1.9573,1.9275,1.9287,1.9741,1.9915,1.8903,1.9389,1.981,1.9975,1.899,1.9962,1.9119,1.9573,1.9018,1.9227,-0.018263,0.33174,0.66609,0.8374,0.52928,0.44559,0.65543,0.68186,0.51003,0.25853,0.016805,-0.053244,-0.017638,-0.47428,-0.84225,-0.92446,-0.018354,-0.46851,-0.84442,-0.92296,0.58463,0.73503,0.69276,-0.14976,-0.082395
0.1493,0.15163,0.15326,0.15685,0.34976,0.59826,0.50743,0.50634,-0.030931,-0.057388,-0.067636,-0.048429,0.23275,0.28789,0.30199,0.30133,0.059562,0.02151,-0.001271,-0.015633,0.15299,0.4806,0.46355,-0.052554,-0.08005,1.9748,1.992,1.9949,1.9906,1.9928,1.9741,1.9111,1.8977,1.9905,2.0179,1.9516,1.9219,1.9287,1.9751,1.9903,1.8878,1.9383,1.9831,1.9968,1.8937,1.9965,1.8857,1.9087,1.9087,1.9254,-0.019029,0.33177,0.66646,0.83719,0.52603,0.40177,0.66114,0.70589,0.50954,0.25955,-0.0033774,-0.077859,-0.018777,-0.47828,-0.84412,-0.92703,-0.018737,-0.47611,-0.84545,-0.92781,0.58491,0.7594,0.72937,-0.17631,-0.069463
0.1492,0.15106,0.15151,0.15375,0.34761,0.59338,0.63513,0.64614,-0.031974,-0.058379,-0.067903,-0.047158,0.23267,0.28709,0.30232,0.30034,0.059414,0.019543,-0.0016586,-0.016188,0.15161,0.64441,0.61256,-0.045266,-0.076538,1.9748,1.9923,1.9962,1.993,1.9939,1.9786,1.859,1.825,1.991,2.0184,1.9514,1.9168,1.9285,1.9768,1.9894,1.8792,1.9384,1.9848,1.9942,1.8937,1.9975,1.7961,1.8304,1.9096,1.9217,-0.019082,0.33168,0.66614,0.83716,0.52841,0.41785,0.63268,0.71178,0.50918,0.25889,-0.0039347,-0.099591,-0.018717,-0.48659,-0.85085,-0.93079,-0.018883,-0.48767,-0.85133,-0.92735,0.58468,0.76276,0.75449,-0.19695,-0.11603
0.14916,0.15044,0.14994,0.15106,0.34667,0.60139,0.71502,0.73411,-0.033768,-0.059435,-0.068268,-0.047895,0.23261,0.28662,0.30217,0.30054,0.059369,0.018626,-0.0014563,-0.01631,0.15029,0.74805,0.70198,-0.04682,-0.075362,1.9749,1.9927,1.997,1.9947,1.9945,1.9751,1.8147,1.7841,1.9918,2.019,1.9518,1.9173,1.9286,1.9764,1.9896,1.8816,1.9386,1.9764,1.9947,1.8931,1.9982,1.7386,1.7836,1.9102,1.9245,-0.019055,0.33174,0.66621,0.83685,0.52947,0.42696,0.63176,0.67944,0.50852,0.25763,-0.0038237,-0.098531,-0.018597,-0.4824,-0.85031,-0.92949,-0.018954,-0.43959,-0.85002,-0.92719,0.58475,0.71864,0.71882,-0.19675,-0.12003
0.14893,0.14971,0.1486,0.14603,0.3456,0.60674,0.78012,0.83973,-0.035747,-0.061531,-0.068753,-0.047268,0.23233,0.28609,0.30173,0.30061,0.059174,0.020566,-0.0014736,-0.016741,0.14908,0.87296,0.80897,-0.048688,-0.076752,1.9755,1.9937,1.9986,1.9986,1.995,1.9564,1.8011,1.7451,1.9937,2.0206,1.9522,1.9169,1.9293,1.9754,1.9908,1.8878,1.9392,1.9838,1.9956,1.8952,1.9997,1.6907,1.6713,1.9108,1.9227,-0.018701,0.33173,0.6654,0.83721,0.53067,0.46304,0.55077,0.57745,0.50778,0.25593,-0.0036996,-0.1006,-0.017787,-0.47766,-0.8448,-0.92532,-0.018863,-0.47403,-0.84858,-0.92556,0.58421,0.5968,0.60765,-0.19637,-0.12479
0.14871,0.14957,0.1487,0.14184,0.34425,0.59936,0.80064,0.8751,-0.037905,-0.062466,-0.069431,-0.048655,0.23212,0.28574,0.30167,0.30062,0.05893,0.019952,-0.0012919,-0.016638,0.14911,0.91453,0.85236,-0.04703,-0.076956,1.9763,1.9944,1.9992,2.0016,1.994,1.9348,1.7962,1.7444,1.9963,2.0218,1.9532,1.9195,1.93,1.9744,1.9917,1.8881,1.9403,1.984,1.9962,1.8962,2.0004,1.6924,1.672,1.9122,1.9224,-0.01835,0.33145,0.66445,0.83739,0.53174,0.47784,0.49142,0.4895,0.50718,0.25553,-0.0031995,-0.098397,-0.016972,-0.4746,-0.84379,-0.92501,-0.018967,-0.47326,-0.84768,-0.92467,0.58344,0.49745,0.51824,-0.19721,-0.12604
0.14846,0.14872,0.14733,0.13937,0.34324,0.5971,0.80023,0.88235,-0.038783,-0.062832,-0.069375,-0.047723,0.23198,0.2869,0.30167,0.3004,0.058621,0.02014,-0.0013145,-0.016082,0.14787,0.92444,0.86766,-0.050918,-0.075179,1.9774,1.9959,2.0008,2.0031,1.9923,1.9195,1.8038,1.7503,1.9996,2.0252,1.9551,1.9233,1.9304,1.9783,1.9899,1.8851,1.9422,1.984,1.9961,1.8947,2.0019,1.7031,1.6842,1.9186,1.9236,-0.018078,0.33194,0.6653,0.83769,0.53181,0.47737,0.44754,0.43312,0.50724,0.25555,-0.0024891,-0.096171,-0.016608,-0.48766,-0.8484,-0.92961,-0.018912,-0.47325,-0.84948,-0.92665,0.58417,0.4295,0.45372,-0.19812,-0.14554
0.14816,0.14848,0.14726,0.13955,0.34347,0.59564,0.79541,0.88247,-0.038482,-0.062685,-0.06971,-0.048441,0.23176,0.28728,0.30156,0.29958,0.05826,0.018701,-0.0013624,-0.015261,0.14776,0.9247,0.86864,-0.045375,-0.073359,1.9778,1.9964,2.0013,2.0031,1.9909,1.9138,1.8071,1.7492,2.0007,2.0268,1.9563,1.923,1.9306,1.9772,1.9901,1.8851,1.943,1.9804,1.9966,1.8957,2.0024,1.7012,1.6825,1.9129,1.9246,-0.018202,0.33198,0.66553,0.83758,0.53086,0.47453,0.44123,0.42787,0.50731,0.25588,-0.0032474,-0.101,-0.016756,-0.48449,-0.8474,-0.92864,-0.018975,-0.45329,-0.84789,-0.9251,0.58435,0.42276,0.44443,-0.19672,-0.12845
0.14769,0.14848,0.14817,0.14359,0.34465,0.59628,0.78952,0.87498,-0.036142,-0.061652,-0.069766,-0.04816,0.23138,0.28659,0.30192,0.30108,0.057772,0.018633,-0.0015611,-0.015859,0.14836,0.91298,0.85697,-0.046519,-0.078484,1.9785,1.9968,2.0014,2.0016,1.9903,1.9104,1.8048,1.7429,2.0013,2.0283,1.9573,1.9214,1.931,1.9775,1.9901,1.8789,1.9438,1.9872,1.9948,1.8928,2.0026,1.6938,1.6692,1.915,1.9309,-0.018231,0.33204,0.66571,0.83708,0.53007,0.46837,0.42452,0.39553,0.5079,0.25837,-0.0059479,-0.10074,-0.016833,-0.48319,-0.84679,-0.93005,-0.018933,-0.48804,-0.85123,-0.92714,0.58447,0.38824,0.41247,-0.19809,-0.11714
0.14746,0.14871,0.14964,0.14411,0.34484,0.58409,0.73708,0.82328,-0.034351,-0.060371,-0.069541,-0.047875,0.23116,0.28722,0.30182,0.30031,0.057425,0.019763,-0.0014332,-0.0159,0.14947,0.85807,0.8055,-0.046457,-0.078256,1.9786,1.9968,2.001,2.0011,1.9901,1.915,1.816,1.7467,2.0007,2.0275,1.9577,1.9204,1.9308,1.9765,1.9896,1.8795,1.9442,1.9856,1.9962,1.8929,2.0024,1.7054,1.6751,1.9157,1.933,-0.018376,0.33195,0.66564,0.83699,0.52974,0.42475,0.31739,0.27073,0.50772,0.2585,-0.0048752,-0.098647,-0.01717,-0.47796,-0.84709,-0.93064,-0.018916,-0.483,-0.84958,-0.92665,0.58438,0.24707,0.27732,-0.19769,-0.079728
0.1475,0.14905,0.15026,0.14368,0.3444,0.54551,0.67707,0.76177,-0.033852,-0.059919,-0.067893,-0.047495,0.23123,0.28727,0.30173,0.30062,0.057476,0.020588,-0.0014697,-0.015734,0.15004,0.79978,0.74866,-0.048179,-0.074513,1.9783,1.9964,2.0005,2.0005,1.9896,1.929,1.8362,1.7622,2.0006,2.0269,1.9579,1.9212,1.9296,1.9765,1.9891,1.8801,1.9442,1.9847,1.9961,1.8952,2.0019,1.7194,1.6986,1.9146,1.9215,-0.018658,0.33172,0.66551,0.83676,0.52962,0.39856,0.26065,0.19024,0.50746,0.25733,0.00021679,-0.096977,-0.017674,-0.47828,-0.84732,-0.93071,-0.019106,-0.482,-0.84914,-0.92564,0.58422,0.15488,0.19858,-0.19233,-0.11978
0.14803,0.15006,0.15167,0.14347,0.34358,0.49958,0.60593,0.65455,-0.033136,-0.058521,-0.065514,-0.044607,0.23185,0.28759,0.30176,0.30109,0.058073,0.022718,-0.0012217,-0.015924,0.15138,0.68162,0.66279,-0.046256,-0.075654,1.978,1.9958,1.9996,2.0002,1.9883,1.9458,1.8525,1.7952,2.0006,2.0272,1.9584,1.9222,1.9285,1.9765,1.9895,1.8841,1.9445,1.9819,1.9968,1.8961,2.001,1.761,1.7138,1.915,1.9322,-0.019127,0.33147,0.66559,0.83674,0.52944,0.33502,0.14406,0.063145,0.50711,0.25637,0.0051805,-0.090705,-0.018288,-0.47928,-0.84501,-0.9283,-0.019504,-0.46583,-0.84702,-0.92497,0.58421,0.018925,0.054871,-0.18682,-0.077168
0.14965,0.15356,0.157,0.1477,0.34766,0.42435,0.46002,0.46177,-0.028521,-0.054467,-0.061713,-0.045003,0.23362,0.2881,0.30265,0.30128,0.059432,0.022683,-0.0011051,-0.015377,0.15629,0.46813,0.42824,-0.047136,-0.073848,1.9767,1.9936,1.9963,1.9966,1.9867,1.9766,1.9028,1.8645,1.9993,2.0266,1.9638,1.9254,1.9264,1.9738,1.9906,1.8892,1.944,1.9802,1.9973,1.898,1.998,1.8396,1.8184,1.9095,1.9215,-0.02014,0.3304,0.66461,0.83596,0.52549,0.27616,0.039488,-0.050789,0.50812,0.25632,0.022679,-0.07587,-0.019579,-0.47692,-0.84365,-0.92796,-0.020148,-0.45865,-0.84591,-0.92335,0.58321,-0.10545,-0.06941,-0.17059,-0.11909
0.15086,0.15567,0.1599,0.15122,0.34923,0.40864,0.42394,0.41026,-0.026585,-0.053539,-0.059903,-0.040644,0.23485,0.28795,0.30246,0.30134,0.060568,0.023449,-0.0010166,-0.0154,0.15901,0.41437,0.34992,-0.039034,-0.066669,1.976,1.9924,1.9946,1.9942,1.9867,1.9803,1.914,1.8814,1.9973,2.0255,1.952,1.9168,1.9257,1.9739,1.9903,1.88,1.9434,1.9815,1.9974,1.8986,1.9964,1.8566,1.8947,1.9126,1.9176,-0.020904,0.32998,0.66464,0.83599,0.52344,0.26569,0.025405,-0.060083,0.50823,0.25545,-0.0028307,-0.098381,-0.020629,-0.47742,-0.84442,-0.92984,-0.020591,-0.46706,-0.84506,-0.92303,0.58313,-0.1198,-0.016355,-0.19659,-0.17388
0.15198,0.15729,0.16176,0.15448,0.34999,0.39764,0.39316,0.36723,-0.024876,-0.053049,-0.060013,-0.040672,0.23572,0.28826,0.30255,0.30057,0.061879,0.023337,-0.00085407,-0.015823,0.16083,0.3377,0.32418,-0.039581,-0.07,1.9754,1.9914,1.9932,1.9922,1.9867,1.9851,1.9226,1.8902,1.9952,2.0235,1.9497,1.9122,1.9253,1.9747,1.9886,1.8796,1.9428,1.9828,1.9973,1.8985,1.9951,1.8698,1.8546,1.9117,1.9094,-0.021301,0.32977,0.66459,0.8359,0.52227,0.26635,0.018274,-0.059839,0.50888,0.25312,-0.0055139,-0.10024,-0.020935,-0.47763,-0.84768,-0.93326,-0.020978,-0.47372,-0.84415,-0.92316,0.58305,-0.15996,-0.034503,-0.19646,-0.16107
0.15235,0.15779,0.16228,0.15602,0.35044,0.39276,0.38615,0.36393,-0.02452,-0.053317,-0.060007,-0.042258,0.23603,0.28811,0.30262,0.30088,0.062282,0.02342,-0.00091,-0.015679,0.16135,0.33488,0.31733,-0.043708,-0.07325,1.9751,1.9909,1.9927,1.9909,1.9869,1.9886,1.9251,1.8901,1.9941,2.0224,1.9496,1.9142,1.9249,1.9746,1.9885,1.8802,1.9424,1.9828,1.9979,1.8988,1.9946,1.8682,1.8458,1.91,1.9183,-0.021312,0.32979,0.66461,0.83587,0.52198,0.26714,0.016552,-0.061423,0.50898,0.25255,0.00020884,-0.096579,-0.020897,-0.47756,-0.8481,-0.93252,-0.02101,-0.47425,-0.84348,-0.92254,0.58307,-0.15981,-0.040045,-0.19169,-0.11737
0.15256,0.15804,0.16248,0.15656,0.35043,0.38985,0.38412,0.36298,-0.024588,-0.053803,-0.061741,-0.042651,0.23617,0.28728,0.30244,0.30302,0.062575,0.022505,-0.0008294,-0.015615,0.16157,0.33374,0.31826,-0.038936,-0.07158,1.9746,1.9902,1.9917,1.9894,1.987,1.9914,1.9266,1.8894,1.9917,2.0197,1.9491,1.9119,1.9245,1.9733,1.9879,1.8815,1.9419,1.9839,1.9964,1.8935,1.9937,1.8665,1.8489,1.9029,1.9112,-0.021395,0.32966,0.66435,0.83581,0.52188,0.26692,0.018783,-0.061453,0.50918,0.24957,-0.0036378,-0.10161,-0.020833,-0.47508,-0.84823,-0.9317,-0.021226,-0.48233,-0.84765,-0.92589,0.58285,-0.16221,-0.0444,-0.19583,-0.15299
0.15283,0.1576,0.16076,0.14842,0.34834,0.38843,0.3861,0.36991,-0.026186,-0.054492,-0.063455,-0.042837,0.23637,0.28649,0.30167,0.30126,0.062938,0.022588,-0.000676,-0.015846,0.16022,0.33592,0.32076,-0.039215,-0.073195,1.9739,1.9891,1.9899,1.9891,1.9855,1.9934,1.9252,1.8845,1.9891,2.017,1.9484,1.912,1.9237,1.9732,1.9882,1.8802,1.9413,1.9814,1.9978,1.8995,1.9921,1.88,1.8523,1.9109,1.9173,-0.021861,0.32946,0.66442,0.8358,0.52168,0.26743,0.020644,-0.059056,0.5082,0.24606,-0.0070118,-0.1031,-0.021086,-0.47714,-0.84495,-0.93161,-0.021857,-0.47605,-0.8438,-0.92267,0.58285,-0.15919,-0.026077,-0.20104,-0.11129
0.15176,0.15648,0.15971,0.14082,0.34701,0.40587,0.45442,0.47563,-0.027817,-0.054645,-0.064666,-0.044198,0.23537,0.28651,0.30119,0.30003,0.061793,0.021868,-0.0012089,-0.015564,0.15914,0.48056,0.44332,-0.044592,-0.073648,1.9736,1.9886,1.9894,1.9916,1.985,1.9908,1.8996,1.8413,1.9891,2.0168,1.9501,1.9142,1.9231,1.974,1.988,1.8827,1.9413,1.9829,1.9975,1.897,1.9916,1.8057,1.7955,1.9105,1.9164,-0.022343,0.32937,0.66462,0.83545,0.5222,0.27753,0.065281,-0.025494,0.5075,0.24641,-0.0035886,-0.10025,-0.021534,-0.47887,-0.84755,-0.93014,-0.022337,-0.4802,-0.84505,-0.92437,0.58298,-0.084027,-0.037041,-0.19642,-0.12991
0.15058,0.1547,0.15734,0.13385,0.34382,0.44915,0.53871,0.5811,-0.029402,-0.054859,-0.065729,-0.047463,0.23425,0.28656,0.30148,0.30011,0.060593,0.01997,-0.0014369,-0.015533,0.1569,0.59031,0.5492,-0.050246,-0.078303,1.9734,1.9886,1.9896,1.9931,1.9853,1.9779,1.8621,1.7875,1.9893,2.0167,1.9506,1.9149,1.923,1.9737,1.9887,1.883,1.9412,1.9803,1.997,1.8959,1.9917,1.7466,1.7097,1.9125,1.9234,-0.022188,0.32975,0.66523,0.83523,0.52524,0.31255,0.12155,0.037156,0.50699,0.24671,-0.0027123,-0.098253,-0.02134,-0.4772,-0.84494,-0.92872,-0.0222,-0.46598,-0.84523,-0.92506,0.58354,-0.016286,-0.0046969,-0.19736,-0.11046
