SpineBase_X,SpineMid_X,Neck_X,Head_X,ShoulderLeft_X,ElbowLeft_X,WristLeft_X,HandLeft_X,ShoulderRight_X,ElbowRight_X,WristRight_X,HandRight_X,HipLeft_X,KneeLeft_X,AnkleLeft_X,FootLeft_X,HipRight_X,KneeRight_X,AnkleRight_X,FootRight_X,SpineShoulder_X,HandTipLeft_X,ThumbLeft_X,HandTipRight_X,ThumbRight_X,SpineBase_Y,SpineMid_Y,Neck_Y,Head_Y,ShoulderLeft_Y,ElbowLeft_Y,WristLeft_Y,HandLeft_Y,ShoulderRight_Y,ElbowRight_Y,WristRight_Y,HandRight_Y,HipLeft_Y,KneeLeft_Y,AnkleLeft_Y,FootLeft_Y,HipRight_Y,KneeRight_Y,AnkleRight_Y,FootRight_Y,SpineShoulder_Y,HandTipLeft_Y,ThumbLeft_Y,HandTipRight_Y,ThumbRight_Y,SpineBase_Z,SpineMid_Z,Neck_Z,Head_Z,ShoulderLeft_Z,ElbowLeft_Z,WristLeft_Z,HandLeft_Z,ShoulderRight_Z,ElbowRight_Z,WristRight_Z,HandRight_Z,HipLeft_Z,KneeLeft_Z,AnkleLeft_Z,FootLeft_Z,HipRight_Z,KneeRight_Z,AnkleRight_Z,FootRight_Z,SpineShoulder_Z,HandTipLeft_Z,ThumbLeft_Z,HandTipRight_Z,ThumbRight_Z
0.20589,0.19851,0.1906,0.19388,0.39677,0.61668,0.81649,0.89449,0.021894,-0.015466,-0.012017,0.0080109,0.28314,0.28595,0.28535,0.31986,0.12076,0.099584,0.099845,0.078618,0.19286,0.95476,0.91855,0.010177,0.049475,1.9618,1.9849,1.9935,1.9978,2.0062,2.0334,2.0296,2.0239,1.9633,1.9506,1.8693,1.8544,1.9271,1.9726,1.979,1.8975,1.921,1.9765,1.9703,1.8828,1.9938,2.0163,2.045,1.8431,1.8509,-0.19204,0.12356,0.42817,0.56926,0.35429,0.44623,0.4915,0.51326,0.28824,0.040137,-0.18865,-0.25202,-0.1842,-0.54602,-0.86655,-0.94033,-0.19225,-0.57138,-0.88021,-0.93676,0.35355,0.53393,0.48954,-0.32472,-0.22679
0.20611,0.19848,0.19018,0.1935,0.39702,0.61681,0.81673,0.89647,0.022163,-0.015279,-0.011993,0.0071484,0.2834,0.28601,0.28534,0.31927,0.12098,0.099865,0.099687,0.078444,0.19255,0.95453,0.90342,0.0067998,0.049546,1.9618,1.985,1.9937,1.9981,2.0073,2.0342,2.0307,2.0233,1.9637,1.9496,1.8681,1.8531,1.9273,1.9725,1.9793,1.8969,1.9208,1.9764,1.9701,1.8816,1.994,2.0104,2.0416,1.8417,1.8512,-0.19179,0.12387,0.42848,0.56915,0.35492,0.44612,0.49078,0.50834,0.28822,0.041216,-0.18689,-0.2516,-0.18387,-0.54585,-0.86649,-0.93964,-0.19204,-0.57107,-0.88044,-0.93748,0.35387,0.52473,0.47968,-0.32454,-0.22679
0.20623,0.19836,0.18956,0.19291,0.39717,0.61831,0.81606,0.89398,0.021327,-0.015725,-0.013778,0.0031375,0.28351,0.28603,0.28538,0.31967,0.12109,0.099389,0.099872,0.079627,0.19203,0.94994,0.923,0.0023901,0.048088,1.9614,1.9849,1.9943,1.9997,2.01,2.0424,2.0218,1.9976,1.961,1.9474,1.8632,1.8506,1.9272,1.9719,1.9793,1.8946,1.92,1.9759,1.9708,1.8886,1.9943,1.9792,2.0233,1.8389,1.8515,-0.19173,0.12426,0.429,0.56966,0.35286,0.42875,0.48172,0.50551,0.28869,0.041001,-0.18138,-0.24879,-0.18382,-0.54598,-0.86723,-0.94045,-0.1921,-0.56982,-0.87932,-0.93355,0.35439,0.53006,0.47554,-0.32371,-0.22446
0.20515,0.19791,0.18933,0.19261,0.39366,0.62043,0.79682,0.8506,0.02103,-0.016227,-0.014314,0.002892,0.28253,0.28564,0.2853,0.31891,0.11989,0.09858,0.099926,0.078886,0.19175,0.89274,0.87468,0.0010418,0.047483,1.9611,1.9848,1.9944,2.0006,2.0109,2.0562,2.0094,1.9835,1.9607,1.9473,1.8625,1.8518,1.9268,1.9718,1.979,1.8975,1.9197,1.9761,1.9696,1.8845,1.9944,1.9619,1.9881,1.838,1.8516,-0.1927,0.12413,0.42909,0.56994,0.34606,0.37867,0.47694,0.5188,0.28861,0.040594,-0.18354,-0.24904,-0.18487,-0.5461,-0.86781,-0.94054,-0.19301,-0.57338,-0.88097,-0.93587,0.35444,0.55939,0.49156,-0.32331,-0.22127
0.20388,0.19753,0.18951,0.1924,0.38875,0.60846,0.72407,0.75315,0.021031,-0.016235,-0.014231,0.0026054,0.28151,0.28568,0.28503,0.31883,0.11837,0.098505,0.099565,0.078418,0.19179,0.77781,0.78662,0.0025658,0.047093,1.9605,1.9847,1.9944,2.0009,2.012,2.0684,1.9992,1.9786,1.9603,1.9473,1.8624,1.8545,1.926,1.9717,1.9792,1.8979,1.9194,1.9773,1.97,1.8824,1.9944,1.9558,1.9673,1.8375,1.8527,-0.19478,0.12342,0.42887,0.57004,0.33734,0.28944,0.46676,0.53172,0.28831,0.040419,-0.18599,-0.2481,-0.18707,-0.54625,-0.86578,-0.94054,-0.195,-0.57834,-0.88134,-0.93699,0.35417,0.58861,0.52307,-0.31881,-0.22071
0.20247,0.19749,0.19058,0.1932,0.38693,0.59805,0.61394,0.61333,0.022187,-0.016154,-0.014289,0.0029136,0.28034,0.28577,0.28436,0.31836,0.11672,0.098388,0.099547,0.078995,0.19245,0.60277,0.64017,0.0024124,0.047591,1.9596,1.9844,1.9947,2.0011,2.0136,2.07,2.0029,1.9879,1.9598,1.947,1.8629,1.8544,1.9244,1.9717,1.9796,1.8978,1.9191,1.9764,1.9701,1.8857,1.9945,1.9741,1.9644,1.8396,1.8522,-0.1966,0.12261,0.42833,0.56997,0.33076,0.2576,0.45839,0.53618,0.28837,0.039288,-0.18513,-0.24712,-0.18963,-0.54678,-0.86457,-0.93923,-0.19628,-0.573,-0.88043,-0.93508,0.35362,0.59944,0.54735,-0.31787,-0.22074
0.20193,0.19808,0.19321,0.19736,0.3879,0.58326,0.4619,0.44316,0.024901,-0.015945,-0.014246,0.003317,0.28006,0.28594,0.28419,0.31805,0.11596,0.097912,0.099432,0.077659,0.19445,0.4033,0.465,0.0014346,0.047226,1.9593,1.9844,1.995,2.001,2.0126,2.0497,2.0057,2.0099,1.9601,1.9466,1.8629,1.8529,1.924,1.9717,1.9792,1.8961,1.919,1.9775,1.97,1.8833,1.9947,2.0135,1.9797,1.8348,1.8517,-0.19793,0.12181,0.4279,0.57015,0.32783,0.28923,0.48413,0.51375,0.28891,0.038851,-0.18463,-0.24608,-0.19117,-0.54743,-0.86454,-0.93955,-0.19733,-0.57717,-0.88176,-0.93761,0.35303,0.54435,0.52507,-0.31369,-0.21829
0.2022,0.19954,0.19661,0.20087,0.39262,0.59252,0.43126,0.3839,0.028795,-0.015396,-0.013726,0.0055419,0.28058,0.28606,0.28423,0.31851,0.11611,0.099254,0.099063,0.079576,0.19742,0.2818,0.43073,0.0044659,0.048161,1.9592,1.9844,1.9953,2.0001,2.0136,2.0446,2.0018,1.9927,1.96,1.9463,1.8634,1.8532,1.9243,1.9715,1.9793,1.8964,1.9187,1.976,1.9695,1.8872,1.9949,1.9536,1.991,1.8372,1.8513,-0.19797,0.12135,0.42697,0.56943,0.32863,0.33256,0.48343,0.51021,0.29175,0.039539,-0.18265,-0.2459,-0.1913,-0.54709,-0.86399,-0.93922,-0.19725,-0.56815,-0.87982,-0.93391,0.35224,0.57696,0.52746,-0.31496,-0.21803
0.20226,0.1997,0.19669,0.20197,0.39239,0.59217,0.50163,0.48528,0.029033,-0.014765,-0.013151,0.0058729,0.28079,0.28581,0.2846,0.3186,0.11601,0.098921,0.099411,0.080719,0.19753,0.44214,0.50826,0.007903,0.047968,1.9592,1.9843,1.9952,1.9998,2.0149,2.0467,1.9808,1.9763,1.9593,1.9464,1.8644,1.8542,1.9249,1.9715,1.979,1.8977,1.9185,1.9764,1.9705,1.8907,1.9948,1.9601,1.9643,1.8384,1.8516,-0.19833,0.12097,0.42682,0.56942,0.32636,0.31864,0.49862,0.5306,0.2916,0.037191,-0.17978,-0.24643,-0.19214,-0.54713,-0.86471,-0.9395,-0.1974,-0.56755,-0.87803,-0.93182,0.35204,0.57388,0.55795,-0.31791,-0.21641
0.20216,0.19967,0.19657,0.20187,0.39228,0.6133,0.54664,0.54182,0.028948,-0.014782,-0.013092,0.0035031,0.28067,0.28574,0.28464,0.31897,0.11592,0.098544,0.099588,0.078378,0.19746,0.51487,0.57053,0.0032787,0.047965,1.9593,1.9843,1.995,1.9996,2.0156,2.0558,1.9769,1.9627,1.9588,1.9464,1.8648,1.8561,1.9252,1.9719,1.9793,1.8972,1.9184,1.9781,1.9709,1.8856,1.9946,1.943,1.9494,1.8406,1.852,-0.19851,0.12088,0.42687,0.56956,0.32646,0.28238,0.51277,0.56332,0.29131,0.037409,-0.1808,-0.24669,-0.19238,-0.54781,-0.86395,-0.93965,-0.19751,-0.57502,-0.87934,-0.93522,0.35204,0.61376,0.57129,-0.31891,-0.21785
0.20157,0.19863,0.19416,0.1983,0.39034,0.60982,0.68227,0.71114,0.026084,-0.015532,-0.015123,-0.0030209,0.27994,0.28537,0.28453,0.31939,0.11541,0.097899,0.099777,0.079337,0.1955,0.72365,0.74383,-0.0062372,0.040891,1.9598,1.9841,1.9936,1.9974,2.0164,2.0527,1.9677,1.941,1.9583,1.9463,1.8651,1.8577,1.9263,1.972,1.9789,1.8978,1.9185,1.9775,1.9709,1.8898,1.9937,1.9111,1.9325,1.8422,1.8601,-0.19852,0.12071,0.42668,0.56954,0.32847,0.31814,0.52579,0.58511,0.28949,0.036772,-0.18546,-0.24957,-0.19219,-0.5476,-0.86415,-0.93983,-0.19756,-0.5701,-0.87873,-0.93336,0.35186,0.64109,0.5798,-0.32488,-0.22407
0.20091,0.19652,0.18994,0.1927,0.3885,0.6092,0.76782,0.83847,0.021724,-0.017766,-0.018367,-0.0071255,0.27923,0.28516,0.28463,0.31978,0.11482,0.097304,0.099424,0.078878,0.19184,0.89134,0.87337,-0.0092562,0.037428,1.9604,1.9842,1.9931,1.9953,2.0157,2.0434,1.9716,1.9525,1.9579,1.9461,1.866,1.859,1.9271,1.972,1.9789,1.8953,1.9188,1.9772,1.9711,1.8887,1.9933,1.928,1.9574,1.8418,1.8636,-0.19843,0.12071,0.42685,0.5694,0.33177,0.37362,0.49509,0.53622,0.28784,0.034104,-0.1866,-0.25065,-0.19185,-0.54735,-0.86411,-0.93987,-0.19761,-0.5734,-0.87841,-0.93387,0.35196,0.57468,0.51955,-0.32462,-0.22856
0.20037,0.19495,0.18703,0.1895,0.38859,0.61252,0.86871,0.91242,0.018314,-0.019347,-0.020236,-0.010552,0.27864,0.2849,0.28475,0.32008,0.11439,0.097164,0.099676,0.078972,0.18927,0.9677,0.90483,-0.012447,0.035711,1.9612,1.9843,1.9925,1.9941,2.0112,2.0224,2.0011,1.9919,1.958,1.9464,1.8667,1.8596,1.9284,1.9718,1.9786,1.8921,1.9192,1.9771,1.9708,1.8872,1.9929,1.9883,2.0077,1.847,1.8646,-0.19751,0.12126,0.42721,0.56924,0.34107,0.40571,0.4156,0.42861,0.28732,0.032879,-0.18771,-0.25286,-0.19038,-0.54692,-0.86505,-0.9406,-0.19711,-0.57402,-0.87922,-0.93484,0.35239,0.44594,0.39791,-0.32936,-0.22319
0.19979,0.19391,0.18567,0.18815,0.38815,0.6116,0.83919,0.90519,0.016817,-0.020033,-0.021082,-0.011084,0.27804,0.28462,0.28451,0.31976,0.11386,0.097621,0.099935,0.078366,0.18797,0.97601,0.91208,-0.012635,0.034328,1.9617,1.9842,1.9918,1.9935,2.0075,2.0169,2.0081,2.0142,1.9584,1.9466,1.8669,1.8588,1.9289,1.9717,1.9789,1.8926,1.9196,1.9768,1.9712,1.8862,1.9923,2.0172,2.0385,1.8448,1.8653,-0.19681,0.12173,0.42758,0.56936,0.34492,0.40592,0.3988,0.39254,0.28744,0.032321,-0.1881,-0.25392,-0.18944,-0.54648,-0.86434,-0.94044,-0.19665,-0.57335,-0.88023,-0.9354,0.35279,0.40038,0.35709,-0.32853,-0.22683
0.1995,0.19325,0.1849,0.18742,0.38791,0.61211,0.83741,0.91251,0.015948,-0.020918,-0.022279,-0.0093462,0.27787,0.28437,0.28461,0.31983,0.1134,0.097058,0.099443,0.07755,0.18721,0.9851,0.91127,-0.010989,0.03448,1.9618,1.9839,1.9912,1.9931,2.0062,2.0175,2.0103,2.0088,1.9582,1.9473,1.8678,1.8609,1.9289,1.9713,1.9788,1.8933,1.9198,1.9773,1.9707,1.8828,1.9918,2.0135,2.031,1.8467,1.8645,-0.19642,0.12195,0.4277,0.56962,0.3449,0.39411,0.38567,0.37909,0.28745,0.032495,-0.18798,-0.25338,-0.18889,-0.54583,-0.86424,-0.94089,-0.19642,-0.57576,-0.87898,-0.93724,0.35293,0.37866,0.34683,-0.32534,-0.22443
0.19923,0.19307,0.1849,0.18808,0.38778,0.60996,0.83482,0.91105,0.015959,-0.02134,-0.022784,-0.0092888,0.27767,0.28449,0.28466,0.3202,0.11301,0.096602,0.099233,0.077939,0.18718,0.9787,0.91731,-0.012649,0.035788,1.9617,1.9837,1.9911,1.9929,2.0062,2.0189,2.0045,1.995,1.958,1.9473,1.8681,1.8589,1.9288,1.9711,1.9789,1.8946,1.9197,1.977,1.9695,1.8822,1.9917,1.9868,2.0167,1.846,1.8632,-0.19649,0.12185,0.42762,0.56943,0.34284,0.37136,0.3577,0.3477,0.28747,0.032932,-0.18818,-0.25476,-0.18902,-0.54593,-0.8649,-0.94101,-0.19645,-0.5769,-0.88049,-0.93763,0.35285,0.35575,0.31448,-0.32875,-0.22601
0.19888,0.19295,0.18505,0.18822,0.38393,0.60883,0.82582,0.89614,0.016019,-0.021594,-0.022829,-0.0074841,0.27751,0.28476,0.28473,0.32024,0.11247,0.096367,0.099516,0.078812,0.18726,0.96167,0.89333,-0.0060976,0.034864,1.9613,1.9836,1.9911,1.9928,2.0048,2.0187,1.9888,1.9744,1.9578,1.9469,1.868,1.8557,1.9279,1.9713,1.9786,1.8948,1.9197,1.9756,1.9698,1.8868,1.9917,1.961,1.995,1.8444,1.8632,-0.19753,0.12126,0.42733,0.5694,0.33435,0.30847,0.25733,0.24359,0.28732,0.03237,-0.18841,-0.25452,-0.19037,-0.54646,-0.86565,-0.94125,-0.19733,-0.57251,-0.87975,-0.93452,0.35251,0.23763,0.21473,-0.32847,-0.22449
0.19847,0.19262,0.185,0.18834,0.37788,0.57469,0.74801,0.83074,0.015895,-0.021852,-0.021684,-0.0051394,0.27763,0.28469,0.28468,0.32046,0.11167,0.097241,0.099739,0.080261,0.18715,0.88138,0.82788,-0.0062318,0.03567,1.9605,1.9831,1.9911,1.9929,2.0047,2.0106,1.9725,1.9459,1.9574,1.9464,1.8666,1.8539,1.9262,1.9713,1.9787,1.896,1.9194,1.975,1.97,1.8913,1.9916,1.9268,1.976,1.8394,1.863,-0.20011,0.11963,0.42659,0.56922,0.32323,0.21675,0.10886,0.068226,0.28674,0.032199,-0.18973,-0.2542,-0.19353,-0.54645,-0.86475,-0.94089,-0.19934,-0.5688,-0.87742,-0.93183,0.35157,0.03493,0.046779,-0.32479,-0.22523
0.19942,0.19317,0.1854,0.18874,0.36917,0.52154,0.63844,0.67783,0.01676,-0.020986,-0.020068,-0.002543,0.27928,0.2849,0.28475,0.32027,0.11192,0.098304,0.099832,0.078554,0.18757,0.71138,0.66161,-0.0012147,0.036364,1.9605,1.9833,1.9914,1.9929,1.998,2.0027,1.9464,1.9254,1.9571,1.9457,1.8656,1.8522,1.9252,1.9717,1.9786,1.8961,1.9205,1.976,1.9696,1.8843,1.9918,1.9047,1.9571,1.8397,1.8625,-0.20497,0.1173,0.42599,0.56901,0.31093,0.11179,-0.053094,-0.10734,0.28633,0.032807,-0.1885,-0.25371,-0.19832,-0.54734,-0.86562,-0.9412,-0.20408,-0.57726,-0.87913,-0.93604,0.35063,-0.1595,-0.10688,-0.32445,-0.22586
0.20149,0.19577,0.18881,0.19211,0.3682,0.44592,0.49178,0.50204,0.019623,-0.019008,-0.018143,-0.00034784,0.28181,0.28552,0.28472,0.31888,0.11351,0.099012,0.099725,0.078814,0.19073,0.50522,0.48069,0.00083572,0.03934,1.9612,1.9835,1.9914,1.9929,1.9923,2.0012,1.9451,1.9187,1.9577,1.9458,1.866,1.8545,1.9251,1.9726,1.9788,1.8975,1.9222,1.9786,1.9715,1.8875,1.9918,1.9001,1.9356,1.8403,1.8632,-0.20902,0.11464,0.42482,0.56882,0.29935,0.056055,-0.14192,-0.21019,0.28705,0.033308,-0.18575,-0.25073,-0.20264,-0.54843,-0.86576,-0.94035,-0.20774,-0.57961,-0.87714,-0.93492,0.34906,-0.2678,-0.20766,-0.3195,-0.21564
0.205,0.20053,0.1951,0.19874,0.36986,0.42552,0.41884,0.41069,0.022377,-0.017167,-0.016826,0.0015014,0.28547,0.28645,0.28515,0.31846,0.11666,0.099181,0.099623,0.077821,0.19663,0.39565,0.37776,0.0021796,0.04065,1.9625,1.9843,1.9917,1.9931,1.9895,1.9916,1.9405,1.9248,1.9583,1.9464,1.8669,1.8577,1.9266,1.973,1.9787,1.8942,1.9232,1.979,1.9722,1.8867,1.9923,1.9198,1.8685,1.8434,1.8606,-0.21192,0.11216,0.42327,0.56813,0.29545,0.041589,-0.17589,-0.2393,0.28797,0.03426,-0.18447,-0.24735,-0.2055,-0.54983,-0.86645,-0.93962,-0.21039,-0.58129,-0.87728,-0.93618,0.34721,-0.30253,-0.20631,-0.31569,-0.21986
0.20648,0.20369,0.20026,0.20611,0.37501,0.42362,0.41879,0.41096,0.024895,-0.016087,-0.015642,0.0023927,0.2872,0.28635,0.28564,0.3185,0.11796,0.0997,0.099135,0.077202,0.20129,0.3753,0.37371,0.0019498,0.032315,1.9629,1.9845,1.9916,1.9939,1.9882,1.9898,1.9418,1.9241,1.9593,1.947,1.8686,1.8592,1.9277,1.9732,1.9784,1.8952,1.9231,1.9795,1.9711,1.8833,1.9922,1.9091,1.868,1.8447,1.8354,-0.21242,0.11167,0.42314,0.56898,0.29256,0.040649,-0.17803,-0.23687,0.28979,0.035398,-0.18173,-0.24519,-0.20625,-0.55125,-0.86677,-0.93993,-0.21066,-0.58661,-0.87843,-0.93832,0.34695,-0.31848,-0.20791,-0.31194,-0.22696
