SpineBase_X,SpineMid_X,Neck_X,Head_X,ShoulderLeft_X,ElbowLeft_X,WristLeft_X,HandLeft_X,ShoulderRight_X,ElbowRight_X,WristRight_X,HandRight_X,HipLeft_X,KneeLeft_X,AnkleLeft_X,FootLeft_X,HipRight_X,KneeRight_X,AnkleRight_X,FootRight_X,SpineShoulder_X,HandTipLeft_X,ThumbLeft_X,HandTipRight_X,ThumbRight_X,SpineBase_Y,SpineMid_Y,Neck_Y,Head_Y,ShoulderLeft_Y,ElbowLeft_Y,WristLeft_Y,HandLeft_Y,ShoulderRight_Y,ElbowRight_Y,WristRight_Y,HandRight_Y,HipLeft_Y,KneeLeft_Y,AnkleLeft_Y,FootLeft_Y,HipRight_Y,KneeRight_Y,AnkleRight_Y,FootRight_Y,SpineShoulder_Y,HandTipLeft_Y,ThumbLeft_Y,HandTipRight_Y,ThumbRight_Y,SpineBase_Z,SpineMid_Z,Neck_Z,Head_Z,ShoulderLeft_Z,ElbowLeft_Z,WristLeft_Z,HandLeft_Z,ShoulderRight_Z,ElbowRight_Z,WristRight_Z,HandRight_Z,HipLeft_Z,KneeLeft_Z,AnkleLeft_Z,FootLeft_Z,HipRight_Z,KneeRight_Z,AnkleRight_Z,FootRight_Z,SpineShoulder_Z,HandTipLeft_Z,ThumbLeft_Z,HandTipRight_Z,ThumbRight_Z
0.19361,0.18847,0.18275,0.1824,0.36027,0.41454,0.41935,0.42268,0.011494,-0.026177,-0.033362,-0.024941,0.27505,0.28142,0.28496,0.31845,0.10477,0.093304,0.098708,0.079079,0.18432,0.44039,0.366,-0.023067,0.014764,1.9564,1.9761,1.9817,1.974,1.9798,1.97,1.9172,1.9023,1.9471,1.9347,1.8568,1.8414,1.9206,1.9615,1.9764,1.8935,1.9172,1.9745,1.9694,1.8884,1.9827,1.8916,1.861,1.8273,1.8704,-0.21323,0.11153,0.42362,0.56833,0.29463,0.035368,-0.16951,-0.21708,0.28744,0.028591,-0.18079,-0.2477,-0.20651,-0.5476,-0.86611,-0.9391,-0.21193,-0.57514,-0.87849,-0.93403,0.34727,-0.2828,-0.21522,-0.31685,-0.21445
0.19337,0.18848,0.18293,0.18344,0.36056,0.45418,0.53058,0.55592,0.01194,-0.026166,-0.033936,-0.027836,0.27481,0.28144,0.28485,0.31777,0.10453,0.093446,0.099222,0.07905,0.18445,0.57536,0.53885,-0.02726,-0.0093998,1.9564,1.9761,1.9817,1.974,1.9798,1.9725,1.9183,1.8973,1.9474,1.9356,1.8572,1.8426,1.9205,1.9616,1.977,1.896,1.9172,1.9749,1.9692,1.8874,1.9827,1.8758,1.896,1.8302,1.8069,-0.21334,0.11148,0.42359,0.56837,0.29421,0.063634,-0.12533,-0.1828,0.28767,0.027608,-0.17981,-0.2483,-0.20663,-0.54728,-0.86651,-0.93826,-0.21201,-0.57796,-0.87944,-0.93456,0.34724,-0.23657,-0.21821,-0.3214,-0.24592
0.19194,0.18722,0.18152,0.18262,0.35983,0.51907,0.65906,0.71066,0.011441,-0.027395,-0.035504,-0.032478,0.27332,0.28103,0.28477,0.31773,0.10313,0.092377,0.098693,0.080092,0.18312,0.74729,0.70122,-0.031674,-0.0041489,1.9561,1.9762,1.982,1.9738,1.9818,1.9767,1.9217,1.9003,1.9475,1.9367,1.8591,1.8445,1.9204,1.9616,1.977,1.8963,1.9168,1.9731,1.9701,1.8935,1.9829,1.8696,1.9049,1.8305,1.8214,-0.21298,0.11155,0.42345,0.56812,0.29621,0.12501,-0.021544,-0.07333,0.28751,0.027882,-0.18097,-0.2491,-0.20627,-0.54685,-0.86658,-0.9385,-0.21162,-0.56646,-0.8744,-0.93001,0.34715,-0.11348,-0.09818,-0.32222,-0.2405
0.18834,0.18389,0.17812,0.18114,0.36114,0.56147,0.74968,0.83515,0.010114,-0.02963,-0.037662,-0.035811,0.26978,0.28061,0.28484,0.31792,0.0996,0.092231,0.098631,0.077668,0.17977,0.88787,0.83655,-0.036719,-0.0029464,1.955,1.9756,1.9819,1.9734,1.984,1.9866,1.9422,1.9202,1.948,1.9378,1.8603,1.8431,1.9194,1.9619,1.9771,1.8952,1.9156,1.9732,1.9689,1.8853,1.9827,1.8964,1.9234,1.8295,1.8349,-0.21113,0.11243,0.42354,0.5679,0.30186,0.21807,0.1406,0.10755,0.28728,0.028087,-0.1819,-0.2499,-0.20448,-0.54778,-0.86776,-0.93898,-0.20972,-0.56856,-0.87631,-0.93535,0.34743,0.083217,0.078738,-0.32602,-0.26435
0.18601,0.18188,0.17647,0.17935,0.3687,0.59586,0.81476,0.88884,0.0091679,-0.030922,-0.039347,-0.039202,0.26701,0.28021,0.2849,0.318,0.09773,0.091885,0.098845,0.077636,0.17804,0.94734,0.90204,-0.039383,-0.018375,1.9542,1.9751,1.9818,1.9728,1.986,2.0014,1.9591,1.9444,1.9483,1.9383,1.8611,1.8434,1.9182,1.9613,1.9773,1.8946,1.9151,1.9735,1.9685,1.8844,1.9825,1.9258,1.9519,1.8312,1.8094,-0.20831,0.11394,0.42408,0.56811,0.31289,0.28475,0.27876,0.2842,0.28697,0.027587,-0.18314,-0.25315,-0.2012,-0.54738,-0.86721,-0.93875,-0.20738,-0.57158,-0.87766,-0.93609,0.34819,0.28774,0.24966,-0.32763,-0.2547
0.18559,0.18101,0.17505,0.17719,0.3737,0.60573,0.8107,0.88769,0.0083344,-0.030844,-0.039899,-0.035071,0.26632,0.27986,0.28489,0.31775,0.097561,0.091799,0.098798,0.078693,0.1768,0.94465,0.91535,-0.032255,-0.011166,1.9539,1.9752,1.9823,1.973,1.9897,2.0085,1.9683,1.9548,1.9485,1.9382,1.8616,1.8428,1.9186,1.961,1.9774,1.894,1.9142,1.9707,1.9688,1.8897,1.9829,1.9335,1.9666,1.8311,1.8179,-0.2059,0.11499,0.42424,0.56795,0.32184,0.32923,0.34712,0.37313,0.28644,0.027483,-0.18476,-0.25377,-0.19843,-0.5468,-0.86784,-0.93855,-0.20525,-0.56401,-0.87622,-0.93216,0.34857,0.38836,0.34035,-0.33105,-0.25829
0.18567,0.18066,0.17435,0.1754,0.3753,0.60582,0.80523,0.88305,0.007258,-0.030737,-0.039565,-0.031525,0.26623,0.27981,0.28495,0.31819,0.097802,0.092381,0.098964,0.078382,0.17621,0.95271,0.91127,-0.027238,-0.0086726,1.9541,1.9754,1.9825,1.973,1.9918,2.0127,1.972,1.9584,1.9488,1.938,1.8613,1.8402,1.9191,1.9608,1.9775,1.8941,1.9141,1.9693,1.9692,1.8909,1.9831,1.9555,1.9724,1.8286,1.8074,-0.20453,0.11564,0.42438,0.56791,0.3256,0.33854,0.3748,0.40355,0.28596,0.02738,-0.1857,-0.25524,-0.19673,-0.5461,-0.8677,-0.93868,-0.20421,-0.56317,-0.87469,-0.93207,0.34883,0.4258,0.37166,-0.33142,-0.25676
0.18588,0.18018,0.17276,0.1714,0.37545,0.60116,0.77602,0.81632,0.0048625,-0.029815,-0.035789,-0.025774,0.26634,0.2803,0.28523,0.31975,0.098138,0.093277,0.099571,0.079062,0.17491,0.85805,0.84825,-0.021329,0.015006,1.9542,1.9755,1.9825,1.9726,1.9935,2.032,1.9707,1.9557,1.9486,1.9354,1.8545,1.8281,1.9195,1.9604,1.977,1.8961,1.914,1.9701,1.9697,1.892,1.9831,1.94,1.9464,1.8149,1.8403,-0.204,0.11618,0.42481,0.56796,0.32653,0.3332,0.42748,0.47767,0.28429,0.026287,-0.1877,-0.25647,-0.19586,-0.54492,-0.86793,-0.93979,-0.20399,-0.56232,-0.87548,-0.93126,0.34931,0.52311,0.45908,-0.32848,-0.26951
0.18606,0.18022,0.17277,0.17099,0.37336,0.59313,0.68945,0.70043,0.0053364,-0.028615,-0.033764,-0.024599,0.26648,0.27965,0.28518,0.31834,0.098413,0.093873,0.099812,0.079263,0.17491,0.72382,0.73124,-0.020391,0.012314,1.9541,1.9754,1.9825,1.9725,1.9961,2.0451,1.9713,1.9609,1.9475,1.9321,1.8498,1.8222,1.9193,1.9602,1.9762,1.8965,1.9139,1.9706,1.9694,1.8909,1.9831,1.9469,1.9413,1.8136,1.8578,-0.20416,0.11616,0.42479,0.56783,0.32427,0.31991,0.49054,0.53421,0.28411,0.026344,-0.18598,-0.25405,-0.19603,-0.54429,-0.86606,-0.93859,-0.20424,-0.56298,-0.87659,-0.93263,0.34929,0.59504,0.52962,-0.32421,-0.2299
0.18654,0.18104,0.17457,0.17262,0.37208,0.57724,0.55712,0.54906,0.0082183,-0.026787,-0.032814,-0.026764,0.26688,0.27988,0.28511,0.31848,0.099018,0.09332,0.099226,0.079874,0.17639,0.5369,0.57654,-0.021855,0.011711,1.9537,1.9754,1.9833,1.9726,1.9992,2.0479,1.9818,1.9768,1.9459,1.9287,1.8452,1.8183,1.9189,1.9601,1.976,1.8965,1.9134,1.9711,1.9692,1.8936,1.9836,1.966,1.9541,1.808,1.8522,-0.20436,0.1159,0.42411,0.5672,0.32165,0.31146,0.51043,0.5597,0.28485,0.026769,-0.18449,-0.25153,-0.19636,-0.54407,-0.86553,-0.93857,-0.20436,-0.5668,-0.87445,-0.93095,0.34875,0.6105,0.56255,-0.3216,-0.23595
0.1873,0.18241,0.17714,0.17579,0.37592,0.57212,0.44438,0.41787,0.010912,-0.025212,-0.032189,-0.027355,0.26748,0.28079,0.28519,0.31938,0.099949,0.093968,0.099068,0.079521,0.17861,0.38133,0.43572,-0.02331,0.010669,1.9532,1.9754,1.9838,1.9736,2.0038,2.0474,2,1.9989,1.9453,1.9266,1.8423,1.8158,1.9185,1.9597,1.9762,1.8976,1.9127,1.9713,1.9691,1.8903,1.984,2.0016,1.9713,1.805,1.8438,-0.20426,0.11559,0.42312,0.56678,0.32011,0.30738,0.48917,0.51829,0.28595,0.028614,-0.18279,-0.24897,-0.19657,-0.54365,-0.8665,-0.94048,-0.20394,-0.57362,-0.87699,-0.93292,0.34794,0.55667,0.54132,-0.3191,-0.23451
0.18819,0.18309,0.17764,0.17756,0.37673,0.57323,0.44468,0.43607,0.011706,-0.023887,-0.031774,-0.024778,0.26851,0.28134,0.28515,0.31959,0.10095,0.095127,0.09938,0.07858,0.17916,0.39916,0.46893,-0.021907,-0.0032808,1.953,1.9755,1.9843,1.9746,2.0041,2.0467,1.9988,1.9904,1.9453,1.9253,1.8417,1.8178,1.9189,1.9595,1.9764,1.8966,1.9117,1.9704,1.9695,1.8899,1.9844,1.9912,1.9812,1.8051,1.7818,-0.20435,0.11541,0.42279,0.56648,0.31917,0.30571,0.48666,0.52488,0.28633,0.028269,-0.1826,-0.24973,-0.19679,-0.54295,-0.86682,-0.9406,-0.20392,-0.57097,-0.87814,-0.93391,0.34764,0.56571,0.53884,-0.3186,-0.24145
0.18838,0.18325,0.17768,0.17766,0.3755,0.5725,0.51929,0.51618,0.011924,-0.023028,-0.031032,-0.022438,0.26864,0.28166,0.28501,0.31942,0.10116,0.094729,0.099263,0.077851,0.17924,0.50198,0.55577,-0.017112,-0.0025201,1.9527,1.9755,1.9846,1.975,2.005,2.046,1.9791,1.967,1.9454,1.9246,1.8415,1.8204,1.9189,1.9593,1.9761,1.8964,1.9112,1.9708,1.9687,1.8874,1.9847,1.9551,1.9651,1.8103,1.7854,-0.20467,0.11493,0.42193,0.56608,0.31853,0.30488,0.4981,0.54072,0.28622,0.026107,-0.18262,-0.25166,-0.19712,-0.54298,-0.86582,-0.94052,-0.20426,-0.57192,-0.87903,-0.93516,0.34688,0.60243,0.54607,-0.32281,-0.24387
0.18843,0.18308,0.17686,0.17722,0.3747,0.57611,0.61125,0.62659,0.011607,-0.022959,-0.030479,-0.023464,0.26863,0.2816,0.28502,0.31926,0.10123,0.094133,0.099459,0.078573,0.17862,0.63898,0.66397,-0.018313,-0.0021827,1.9528,1.976,1.9859,1.9758,2.0064,2.0553,1.9719,1.951,1.9458,1.9249,1.8423,1.8249,1.9192,1.9596,1.9764,1.8965,1.9111,1.9713,1.9691,1.8893,1.9857,1.9333,1.9551,1.8145,1.7896,-0.2048,0.11459,0.42123,0.56544,0.31882,0.27294,0.50369,0.56043,0.28553,0.025446,-0.18326,-0.25305,-0.1973,-0.54354,-0.86486,-0.94025,-0.2044,-0.57195,-0.87903,-0.9345,0.34627,0.61975,0.55396,-0.32374,-0.25002
0.18837,0.1825,0.17521,0.17543,0.37512,0.58241,0.71065,0.75851,0.0096649,-0.023877,-0.030624,-0.024936,0.26848,0.28117,0.28487,0.31732,0.10118,0.093798,0.099346,0.079067,0.17726,0.79788,0.79597,-0.020926,0.011802,1.9528,1.9766,1.9872,1.9768,2.009,2.0499,1.9635,1.9419,1.9474,1.9263,1.8437,1.8265,1.9195,1.9601,1.9769,1.9027,1.9111,1.9721,1.9689,1.8886,1.9868,1.9254,1.9393,1.8131,1.847,-0.20468,0.11446,0.42066,0.56458,0.32199,0.29597,0.49064,0.54125,0.28429,0.024411,-0.18372,-0.25513,-0.19703,-0.54489,-0.86462,-0.93809,-0.20437,-0.57271,-0.87983,-0.93499,0.34581,0.59092,0.53199,-0.32465,-0.24046
0.1886,0.1818,0.17316,0.17277,0.37751,0.59924,0.78998,0.87589,0.0065589,-0.025657,-0.031611,-0.028495,0.26863,0.28093,0.2849,0.31809,0.10139,0.093547,0.099404,0.077703,0.17558,0.93257,0.88421,-0.02394,-0.0067897,1.9533,1.9775,1.9888,1.9782,2.0094,2.026,1.9677,1.9553,1.9493,1.9276,1.8455,1.8297,1.9205,1.9599,1.9766,1.8968,1.9111,1.9715,1.9685,1.8854,1.9883,1.9384,1.9697,1.8158,1.796,-0.20371,0.115,0.4209,0.56429,0.32842,0.38117,0.44574,0.45728,0.2833,0.023311,-0.18405,-0.25587,-0.19562,-0.54446,-0.86666,-0.93897,-0.20374,-0.57212,-0.88006,-0.93669,0.34613,0.47898,0.43011,-0.3241,-0.2525
0.18901,0.18104,0.17156,0.17123,0.3785,0.60387,0.82057,0.88719,0.0048704,-0.027045,-0.032635,-0.029541,0.26887,0.28074,0.28489,0.31832,0.10191,0.093624,0.099544,0.078784,0.17417,0.95679,0.89795,-0.026722,0.0059556,1.9546,1.979,1.9902,1.9792,2.0059,2.0083,1.9928,1.9953,1.9515,1.9291,1.8476,1.8305,1.9219,1.9598,1.9767,1.8959,1.9124,1.9702,1.9687,1.8886,1.9897,2.001,2.0236,1.8166,1.85,-0.20105,0.11636,0.42146,0.5642,0.3399,0.39582,0.38664,0.37608,0.28342,0.023334,-0.18551,-0.2563,-0.19278,-0.54353,-0.86682,-0.93941,-0.20149,-0.56502,-0.87919,-0.93452,0.34687,0.38228,0.34239,-0.32502,-0.24297
0.18869,0.18065,0.17125,0.17055,0.37793,0.61255,0.82289,0.89279,0.0040629,-0.028151,-0.033201,-0.02875,0.26857,0.28077,0.28495,0.31828,0.10155,0.093465,0.099593,0.078309,0.17383,0.95844,0.89901,-0.023816,-0.0098038,1.9553,1.9795,1.9904,1.9795,2.0041,2.0088,1.993,1.992,1.9529,1.932,1.8498,1.8363,1.9222,1.9598,1.9767,1.8938,1.9134,1.9717,1.9687,1.887,1.99,1.9903,2.0108,1.8246,1.7958,-0.20044,0.11669,0.42156,0.56437,0.34001,0.37486,0.3581,0.34496,0.2836,0.024299,-0.18601,-0.25687,-0.19212,-0.54329,-0.86629,-0.93916,-0.20093,-0.56941,-0.87953,-0.93549,0.34701,0.34728,0.31301,-0.325,-0.25158
0.18856,0.18063,0.17132,0.17092,0.37724,0.61016,0.82122,0.88883,0.0041355,-0.02869,-0.03424,-0.029225,0.26839,0.28047,0.28483,0.31902,0.10143,0.093343,0.099201,0.079345,0.17386,0.96248,0.90179,-0.024831,-0.0098694,1.9558,1.9796,1.9903,1.9792,2.0038,2.0106,1.9931,1.9893,1.9532,1.9338,1.853,1.8418,1.9231,1.9601,1.977,1.894,1.9137,1.9717,1.9696,1.8922,1.99,1.9851,2.0118,1.8319,1.8035,-0.20024,0.11674,0.42154,0.56436,0.33795,0.35194,0.32284,0.30561,0.28366,0.025554,-0.18558,-0.25531,-0.19198,-0.54352,-0.86636,-0.93924,-0.20075,-0.56497,-0.87509,-0.93158,0.34701,0.30336,0.27129,-0.3263,-0.25623
0.18836,0.18072,0.17212,0.17266,0.37618,0.60752,0.81512,0.88337,0.0047823,-0.029451,-0.034643,-0.029378,0.26825,0.28048,0.28475,0.3188,0.10115,0.092737,0.099324,0.078564,0.1744,0.95611,0.88879,-0.0267,0.0083361,1.956,1.9798,1.9903,1.979,2.0032,2.0121,1.9942,1.9908,1.9537,1.9361,1.8547,1.8422,1.9233,1.9605,1.9776,1.8945,1.9138,1.9739,1.9687,1.8879,1.99,1.9873,2.0111,1.8276,1.8707,-0.20041,0.11663,0.42134,0.56445,0.3333,0.31108,0.25725,0.23391,0.28402,0.026706,-0.18548,-0.25443,-0.19232,-0.54357,-0.86553,-0.93844,-0.20081,-0.57333,-0.87796,-0.93427,0.34682,0.22498,0.19948,-0.32243,-0.22437
0.18804,0.18081,0.1726,0.174,0.37285,0.57614,0.76043,0.845,0.0051504,-0.02989,-0.034932,-0.030447,0.26802,0.28013,0.28481,0.31731,0.10075,0.092596,0.09899,0.079638,0.17477,0.91132,0.83701,-0.027603,-0.0084092,1.9562,1.9798,1.9902,1.9779,2.0023,2.0118,1.9824,1.9691,1.9536,1.9368,1.8562,1.8433,1.923,1.9607,1.9772,1.8948,1.9144,1.9725,1.9682,1.891,1.99,1.9636,1.9929,1.8334,1.8103,-0.20164,0.11607,0.42111,0.5643,0.31991,0.23647,0.14568,0.10714,0.28411,0.027734,-0.18593,-0.25523,-0.19416,-0.54428,-0.86578,-0.93754,-0.20165,-0.56748,-0.87628,-0.93242,0.34653,0.083476,0.081516,-0.32655,-0.25093
0.18777,0.18089,0.17273,0.17434,0.36478,0.53703,0.67556,0.73563,0.0054674,-0.03006,-0.035165,-0.028464,0.26805,0.27983,0.28469,0.3179,0.10021,0.093609,0.098949,0.080273,0.17489,0.77465,0.71695,-0.024155,0.0092008,1.9572,1.9801,1.9901,1.9778,1.9999,2.0078,1.9584,1.9395,1.9533,1.9379,1.857,1.8431,1.9234,1.962,1.9776,1.8942,1.916,1.9723,1.9685,1.8932,1.9899,1.9258,1.9632,1.8319,1.8763,-0.20554,0.11482,0.42106,0.56451,0.30973,0.14706,-0.002438,-0.057762,0.28403,0.028105,-0.18612,-0.2553,-0.19809,-0.54588,-0.86724,-0.93847,-0.20528,-0.565,-0.87451,-0.93082,0.34634,-0.096008,-0.065396,-0.32647,-0.21286
