SpineBase_X,SpineMid_X,Neck_X,Head_X,ShoulderLeft_X,ElbowLeft_X,WristLeft_X,HandLeft_X,ShoulderRight_X,ElbowRight_X,WristRight_X,HandRight_X,HipLeft_X,KneeLeft_X,AnkleLeft_X,FootLeft_X,HipRight_X,KneeRight_X,AnkleRight_X,FootRight_X,SpineShoulder_X,HandTipLeft_X,ThumbLeft_X,HandTipRight_X,ThumbRight_X,SpineBase_Y,SpineMid_Y,Neck_Y,Head_Y,ShoulderLeft_Y,ElbowLeft_Y,WristLeft_Y,HandLeft_Y,ShoulderRight_Y,ElbowRight_Y,WristRight_Y,HandRight_Y,HipLeft_Y,KneeLeft_Y,AnkleLeft_Y,FootLeft_Y,HipRight_Y,KneeRight_Y,AnkleRight_Y,FootRight_Y,SpineShoulder_Y,HandTipLeft_Y,ThumbLeft_Y,HandTipRight_Y,ThumbRight_Y,SpineBase_Z,SpineMid_Z,Neck_Z,Head_Z,ShoulderLeft_Z,ElbowLeft_Z,WristLeft_Z,HandLeft_Z,ShoulderRight_Z,ElbowRight_Z,WristRight_Z,HandRight_Z,HipLeft_Z,KneeLeft_Z,AnkleLeft_Z,FootLeft_Z,HipRight_Z,KneeRight_Z,AnkleRight_Z,FootRight_Z,SpineShoulder_Z,HandTipLeft_Z,ThumbLeft_Z,HandTipRight_Z,ThumbRight_Z
0.15474,0.14775,0.13893,0.13386,0.31633,0.55572,0.72325,0.76003,-0.0056187,-0.056132,-0.065224,-0.064692,0.22561,0.25434,0.27286,0.2846,0.077982,0.076765,0.052678,0.046298,0.14134,0.80963,0.7891,-0.056856,-0.034845,2.0204,2.045,2.0555,2.0483,2.0378,2.061,2.0102,2.0055,1.9825,1.962,1.8961,1.8838,1.9855,2.0182,2.0377,1.9039,1.9799,2.0057,2.0444,1.977,2.0552,2.0068,1.9803,1.8744,1.8578,-0.21978,0.098287,0.40454,0.54478,0.29581,0.30925,0.41668,0.45575,0.26649,0.014604,-0.18486,-0.21349,-0.21477,-0.50883,-0.84916,-0.8783,-0.21643,-0.49844,-0.85528,-0.94292,0.32962,0.49743,0.4436,-0.27981,-0.22739
0.15495,0.14763,0.13858,0.13345,0.31675,0.5465,0.65809,0.66836,-0.0058779,-0.055591,-0.065261,-0.063347,0.22578,0.25426,0.27283,0.28491,0.078249,0.076736,0.052886,0.046211,0.14105,0.70398,0.69714,-0.055388,-0.034111,2.0205,2.0452,2.0558,2.0484,2.0387,2.0585,1.9962,1.9905,1.9819,1.9611,1.8958,1.8822,1.9857,2.0183,2.0376,1.9039,1.9799,2.0069,2.0443,1.977,2.0555,1.9844,1.9491,1.8747,1.8562,-0.21938,0.098477,0.40463,0.54465,0.29703,0.32947,0.49163,0.52781,0.26638,0.015071,-0.18454,-0.21344,-0.21448,-0.50914,-0.84864,-0.87777,-0.21593,-0.50214,-0.85489,-0.94276,0.32973,0.59345,0.53125,-0.28007,-0.22328
0.15523,0.14733,0.13784,0.13313,0.31737,0.53181,0.55066,0.54285,-0.0058967,-0.055439,-0.063227,-0.05813,0.22599,0.25424,0.2726,0.2851,0.078619,0.077711,0.052994,0.046279,0.14042,0.54129,0.55737,-0.049379,-0.029371,2.0207,2.0455,2.0563,2.0492,2.0402,2.0475,1.9959,1.9879,1.9817,1.9602,1.8924,1.8809,1.9861,2.0183,2.0376,1.904,1.9799,2.0065,2.0445,1.9771,2.056,1.9847,1.9462,1.8702,1.8506,-0.21863,0.09884,0.40473,0.54469,0.29867,0.34641,0.5458,0.5881,0.26627,0.014511,-0.18447,-0.213,-0.21368,-0.50905,-0.84742,-0.87655,-0.21523,-0.49961,-0.8554,-0.94267,0.32989,0.65816,0.61417,-0.27937,-0.2307
0.15544,0.14723,0.13744,0.13313,0.31758,0.52525,0.51058,0.48908,-0.0059013,-0.053884,-0.062445,-0.055994,0.22626,0.25421,0.27247,0.28486,0.078773,0.078393,0.052854,0.046237,0.1401,0.47544,0.49721,-0.046556,-0.026986,2.0206,2.0455,2.0565,2.0493,2.04,2.0401,1.9967,1.9946,1.9817,1.9592,1.8917,1.8817,1.9861,2.0184,2.0374,1.9038,1.9799,2.0064,2.0448,1.9772,2.0562,1.9927,1.9582,1.8737,1.8545,-0.21821,0.099014,0.40479,0.54472,0.29932,0.35793,0.55955,0.59612,0.26627,0.01514,-0.18388,-0.2123,-0.21316,-0.50908,-0.84684,-0.87597,-0.21495,-0.49841,-0.85565,-0.94258,0.32998,0.66382,0.62652,-0.28066,-0.22354
0.15569,0.1472,0.13742,0.13302,0.31831,0.51436,0.44317,0.41876,-0.0059026,-0.052959,-0.061722,-0.058373,0.22649,0.2533,0.27245,0.28442,0.079022,0.077874,0.052775,0.068401,0.14006,0.3837,0.41223,-0.047079,-0.028387,2.0208,2.046,2.0573,2.0511,2.0392,2.0326,2.0023,2.0042,1.9817,1.959,1.8912,1.883,1.9863,2.0173,2.0373,1.9036,1.9801,2.0091,2.0451,1.9111,2.0569,2.009,1.9717,1.8742,1.8533,-0.21706,0.099647,0.40502,0.54482,0.30147,0.37233,0.56418,0.58227,0.26628,0.015358,-0.18359,-0.21289,-0.21179,-0.50733,-0.84612,-0.87523,-0.21408,-0.50424,-0.85579,-0.88471,0.33029,0.64482,0.6221,-0.27985,-0.22659
0.15531,0.14697,0.13735,0.13249,0.31783,0.5097,0.4294,0.41187,-0.0061085,-0.053677,-0.061602,-0.061643,0.22603,0.25189,0.27241,0.28406,0.078745,0.07755,0.052597,0.046023,0.13993,0.37185,0.40536,-0.052817,-0.028455,2.0209,2.0462,2.0576,2.0524,2.0384,2.0292,2.0007,1.9998,1.9818,1.9594,1.8912,1.8839,1.9862,2.0151,2.0373,1.9035,1.9802,2.0072,2.0454,1.9786,2.0571,2.0128,1.9693,1.8747,1.8588,-0.2165,0.099984,0.40512,0.54488,0.30242,0.37775,0.56628,0.58113,0.26629,0.015042,-0.18382,-0.21264,-0.21101,-0.5036,-0.84604,-0.87514,-0.21373,-0.49794,-0.85624,-0.9424,0.33044,0.64474,0.61705,-0.27956,-0.22658
0.15532,0.14686,0.13714,0.13206,0.31742,0.50911,0.42884,0.42186,-0.0064585,-0.054525,-0.062132,-0.06426,0.22605,0.25017,0.27273,0.28403,0.078752,0.077123,0.052664,0.067628,0.13976,0.38657,0.41759,-0.055385,-0.036707,2.0208,2.0462,2.0578,2.053,2.0376,2.0287,1.9992,1.9953,1.9821,1.96,1.8919,1.885,1.9859,2.0112,2.0373,1.9034,1.9802,2.0081,2.0446,1.9106,2.0572,1.9982,1.9617,1.8739,1.8531,-0.21614,0.10011,0.40508,0.54475,0.30292,0.37833,0.56679,0.58537,0.26637,0.014656,-0.18425,-0.21292,-0.21056,-0.49435,-0.84646,-0.87555,-0.21347,-0.50092,-0.85432,-0.88324,0.33045,0.64505,0.62165,-0.28052,-0.23069
0.15477,0.14618,0.13642,0.13137,0.31722,0.50949,0.45725,0.46178,-0.0074266,-0.055354,-0.064084,-0.067549,0.22546,0.25131,0.27325,0.28425,0.078271,0.076614,0.05265,0.046171,0.13904,0.44161,0.48226,-0.05799,-0.039782,2.0203,2.046,2.0577,2.0533,2.037,2.029,1.9885,1.9879,1.9822,1.9605,1.8935,1.8844,1.9851,2.0125,2.0369,1.903,1.98,2.0073,2.0446,1.978,2.0571,1.9951,1.9597,1.8754,1.8567,-0.21582,0.10041,0.40525,0.54471,0.30321,0.37668,0.57295,0.60391,0.26635,0.015225,-0.18394,-0.21318,-0.21014,-0.50092,-0.84925,-0.87829,-0.21328,-0.4994,-0.85463,-0.94214,0.33064,0.66614,0.6205,-0.28009,-0.22145
0.15354,0.14479,0.13488,0.12997,0.31545,0.51356,0.54444,0.55032,-0.0096816,-0.05639,-0.065065,-0.068042,0.2243,0.25165,0.2736,0.28423,0.077002,0.076316,0.053002,0.04617,0.13752,0.55202,0.58016,-0.059446,-0.037382,2.0196,2.0456,2.0574,2.0535,2.0361,2.0345,1.975,1.9742,1.9824,1.9609,1.894,1.8841,1.9843,2.0128,2.0371,1.9032,1.9795,2.0075,2.0443,1.9772,2.0568,1.9714,1.9598,1.8751,1.854,-0.21581,0.10045,0.40522,0.54462,0.30247,0.36758,0.56348,0.59689,0.26574,0.015179,-0.18404,-0.21417,-0.21019,-0.5022,-0.8496,-0.87862,-0.21325,-0.50159,-0.85437,-0.94245,0.33063,0.65917,0.61992,-0.2811,-0.2275
0.15205,0.14234,0.13161,0.12535,0.31092,0.54381,0.66081,0.68638,-0.012968,-0.057748,-0.065733,-0.066061,0.22287,0.25174,0.27295,0.28338,0.075491,0.076368,0.053101,0.046044,0.13443,0.71855,0.69732,-0.058323,-0.036408,2.0187,2.0448,2.0569,2.0543,2.035,2.0448,1.9792,1.9681,1.9823,1.9612,1.8944,1.8845,1.9832,2.0132,2.0369,1.9029,1.9787,2.0076,2.0444,1.9769,2.0562,1.9598,1.9614,1.8762,1.8545,-0.21616,0.1002,0.40496,0.54478,0.30139,0.32769,0.48485,0.51639,0.26508,0.014225,-0.18504,-0.21528,-0.21042,-0.50364,-0.84711,-0.87614,-0.21375,-0.5035,-0.85427,-0.9426,0.33036,0.57712,0.47588,-0.28423,-0.22819
0.1509,0.14094,0.13007,0.12073,0.30893,0.54163,0.72497,0.75242,-0.014903,-0.058522,-0.066185,-0.065954,0.22176,0.25206,0.27317,0.2835,0.07432,0.076178,0.053308,0.046045,0.13292,0.80311,0.75823,-0.057218,-0.029181,2.0182,2.0445,2.0567,2.0551,2.0348,2.0484,1.9972,1.9883,1.9823,1.9615,1.8943,1.8826,1.9826,2.0136,2.037,1.9029,1.9784,2.0085,2.0447,1.977,2.056,1.9763,1.9787,1.875,1.8709,-0.21647,0.099997,0.40481,0.54485,0.30106,0.32431,0.4017,0.42128,0.26457,0.013342,-0.18584,-0.21798,-0.21062,-0.50428,-0.84797,-0.87699,-0.21418,-0.50568,-0.85475,-0.9426,0.33019,0.47016,0.39168,-0.28512,-0.22952
0.15016,0.14033,0.12955,0.1185,0.30668,0.54,0.73819,0.77351,-0.015831,-0.058966,-0.066643,-0.066772,0.22102,0.25209,0.27306,0.28286,0.073592,0.075034,0.053369,0.046095,0.13238,0.83747,0.82517,-0.058235,-0.034782,2.0179,2.0442,2.0565,2.0547,2.0328,2.0464,2.012,2.007,1.9822,1.9613,1.8941,1.8824,1.982,2.0136,2.0369,1.9028,1.9782,2.0093,2.0449,1.9768,2.0558,1.9941,2.001,1.8737,1.8573,-0.21693,0.099773,0.40477,0.54473,0.3006,0.30918,0.34664,0.36096,0.26431,0.012764,-0.18638,-0.21765,-0.21102,-0.50438,-0.84818,-0.87719,-0.2147,-0.50938,-0.8551,-0.94253,0.3301,0.40247,0.37096,-0.28385,-0.23184
0.14897,0.13934,0.12884,0.11672,0.30553,0.53006,0.73318,0.80268,-0.016502,-0.059226,-0.06735,-0.069336,0.21999,0.25211,0.27306,0.28243,0.07228,0.074947,0.053256,0.046065,0.1316,0.86093,0.77148,-0.062494,-0.036408,2.0172,2.0435,2.0556,2.0547,2.0312,2.0439,2.0287,2.0269,1.9821,1.9612,1.8937,1.8827,1.981,2.0136,2.037,1.9029,1.9778,2.0092,2.045,1.9764,2.0549,2.0251,2.0177,1.8722,1.8568,-0.21746,0.099356,0.40442,0.54463,0.30013,0.2838,0.2788,0.28976,0.2639,0.012421,-0.18664,-0.21587,-0.21156,-0.50452,-0.84857,-0.87759,-0.21522,-0.51024,-0.85588,-0.94249,0.32973,0.30575,0.25308,-0.28163,-0.23201
0.1486,0.13927,0.12911,0.11564,0.30458,0.5288,0.73102,0.80369,-0.01668,-0.060121,-0.068731,-0.071579,0.21975,0.25217,0.27303,0.28199,0.071788,0.074907,0.053276,0.045979,0.13176,0.86511,0.79381,-0.063876,-0.038595,2.0169,2.043,2.0548,2.0548,2.0292,2.0432,2.0382,2.0398,1.9818,1.9609,1.893,1.8832,1.9805,2.0139,2.037,1.9028,1.9777,2.0092,2.045,1.9763,2.0542,2.0417,2.0135,1.8754,1.8566,-0.21831,0.098955,0.40426,0.54447,0.29858,0.26569,0.24622,0.24904,0.26345,0.010411,-0.18849,-0.2148,-0.21226,-0.50504,-0.8485,-0.87753,-0.21625,-0.51049,-0.85564,-0.94262,0.32951,0.26416,0.22401,-0.28236,-0.23089
0.14863,0.13949,0.12964,0.11587,0.30444,0.52948,0.73132,0.80338,-0.016328,-0.060662,-0.07,-0.072453,0.2199,0.2525,0.27289,0.28198,0.071739,0.074565,0.053128,0.045867,0.1322,0.86362,0.79347,-0.063889,-0.041769,2.0166,2.0425,2.0539,2.0548,2.0287,2.0442,2.0408,2.0389,1.9811,1.9606,1.893,1.8827,1.9803,2.0141,2.037,1.9029,1.9775,2.0081,2.0444,1.9764,2.0535,2.0382,2.015,1.8756,1.858,-0.21892,0.098551,0.404,0.54432,0.29725,0.2595,0.23685,0.24924,0.26319,0.009497,-0.18944,-0.21436,-0.213,-0.50551,-0.84821,-0.87727,-0.21675,-0.50889,-0.85296,-0.94278,0.32921,0.26756,0.22341,-0.28239,-0.22342
0.1487,0.13966,0.12998,0.1178,0.3045,0.52907,0.73148,0.80383,-0.015487,-0.060307,-0.070232,-0.065783,0.22006,0.25297,0.27277,0.28202,0.071742,0.075589,0.053066,0.046081,0.1325,0.86621,0.83999,-0.05867,-0.026518,2.0162,2.0419,2.0532,2.0547,2.028,2.0447,2.0381,2.0305,1.9804,1.9599,1.892,1.8805,1.9798,2.0142,2.0371,1.9029,1.9772,2.0049,2.0443,1.976,2.0528,2.0326,2.0337,1.8719,1.8862,-0.21979,0.098107,0.4039,0.54458,0.29532,0.25393,0.23623,0.24741,0.26312,0.0093379,-0.1895,-0.21389,-0.21416,-0.50567,-0.84815,-0.87723,-0.21732,-0.50309,-0.85222,-0.94243,0.32903,0.26683,0.23534,-0.28184,-0.22433
0.1489,0.1395,0.12935,0.11867,0.30378,0.52373,0.72202,0.77144,-0.0151,-0.059814,-0.068489,-0.060014,0.22032,0.25327,0.27278,0.28204,0.071857,0.075483,0.053464,0.046089,0.13201,0.84589,0.76868,-0.05166,-0.021804,2.0157,2.0413,2.0525,2.0541,2.0272,2.0415,2.0183,2.0124,1.9801,1.9591,1.8905,1.8819,1.9793,2.0143,2.0368,1.9026,1.9765,2.0035,2.0437,1.9761,2.0521,2.011,2.0129,1.8712,1.8921,-0.22085,0.097479,0.4036,0.54458,0.29279,0.2169,0.17185,0.17022,0.2631,0.0084927,-0.1902,-0.21524,-0.21512,-0.50555,-0.84866,-0.87773,-0.21842,-0.50068,-0.85315,-0.94236,0.32866,0.17293,0.14595,-0.28358,-0.21017
0.14961,0.13982,0.12945,0.11889,0.30352,0.49788,0.67326,0.71125,-0.014641,-0.058867,-0.065756,-0.056751,0.2212,0.25404,0.27269,0.28214,0.072417,0.073854,0.053272,0.046239,0.13217,0.78553,0.67676,-0.049338,-0.027376,2.0157,2.0413,2.0525,2.0541,2.027,2.0373,2.0042,1.996,1.9801,1.9585,1.8903,1.8836,1.9792,2.0149,2.0369,1.9028,1.9768,2.0054,2.044,1.9768,2.0521,1.9972,2.0046,1.8744,1.8618,-0.2222,0.096762,0.4033,0.54448,0.28934,0.15198,0.049151,0.049498,0.26311,0.0084414,-0.19043,-0.21696,-0.2166,-0.5068,-0.84986,-0.87892,-0.21961,-0.50577,-0.8518,-0.9422,0.32827,0.026133,0.031824,-0.28244,-0.21361
0.15145,0.14147,0.131,0.12093,0.30076,0.44879,0.5664,0.58729,-0.01113,-0.056248,-0.063954,-0.055517,0.2233,0.25644,0.27204,0.2805,0.073937,0.075483,0.053121,0.046276,0.13372,0.6391,0.61622,-0.048195,-0.017489,2.0167,2.0416,2.0523,2.0539,2.0212,2.0345,1.9833,1.9748,1.98,1.9585,1.8905,1.8869,1.9801,2.0162,2.0362,1.902,1.9779,2.0046,2.0443,1.9766,2.0521,1.9672,1.9833,1.8805,1.8988,-0.22551,0.094823,0.40253,0.54411,0.27943,0.055033,-0.10861,-0.11403,0.26351,0.0082578,-0.19066,-0.21593,-0.22016,-0.50813,-0.8548,-0.88383,-0.22252,-0.50107,-0.85244,-0.94208,0.32725,-0.1592,-0.1597,-0.28292,-0.2008
0.15285,0.14367,0.13435,0.12395,0.30133,0.4104,0.4996,0.51359,-0.0086129,-0.055019,-0.063494,-0.057305,0.22468,0.25685,0.27132,0.27969,0.075317,0.076053,0.052999,0.046365,0.13675,0.55132,0.52814,-0.050197,-0.027688,2.0174,2.0417,2.0515,2.0537,2.0205,2.0341,1.9804,1.9691,1.98,1.9586,1.8911,1.8878,1.9807,2.0162,2.0361,1.9019,1.9788,2.0029,2.0443,1.9771,2.0515,1.946,1.9787,1.879,1.8628,-0.22635,0.094072,0.40206,0.54389,0.27904,0.032804,-0.14779,-0.16455,0.26384,0.0088494,-0.19018,-0.21278,-0.22105,-0.50802,-0.85219,-0.88131,-0.22326,-0.49603,-0.85113,-0.94197,0.32668,-0.21682,-0.21578,-0.27794,-0.21851
0.15565,0.14809,0.14058,0.13128,0.3047,0.37626,0.42809,0.42196,-0.0043536,-0.053719,-0.063356,-0.061082,0.2273,0.25617,0.27059,0.27988,0.078249,0.075806,0.052822,0.046493,0.14254,0.43586,0.41237,-0.054127,-0.029719,2.0191,2.0426,2.0517,2.0551,2.0238,2.0397,1.9781,1.9735,1.9804,1.9594,1.8917,1.8892,1.9827,2.0177,2.0362,1.9022,1.9801,2.0018,2.0444,1.9773,2.0519,1.9604,1.971,1.8824,1.8645,-0.22673,0.093604,0.40167,0.5433,0.28143,0.0098955,-0.1833,-0.20156,0.26498,0.0094696,-0.18943,-0.21205,-0.2215,-0.51429,-0.85029,-0.8795,-0.22352,-0.49346,-0.85082,-0.942,0.32626,-0.26643,-0.24328,-0.278,-0.22533
0.15844,0.15206,0.14541,0.14033,0.30673,0.36352,0.36718,0.35314,-0.0011171,-0.052211,-0.063797,-0.06527,0.23022,0.25624,0.27228,0.28092,0.080918,0.075888,0.052932,0.046485,0.14718,0.35007,0.32062,-0.05978,-0.032025,2.0202,2.0434,2.0519,2.0556,2.0215,2.0366,1.9781,1.9712,1.9808,1.9601,1.8929,1.8871,1.9849,2.0194,2.0369,1.9028,1.9804,2.0013,2.0443,1.9769,2.0522,1.9665,1.947,1.8819,1.8623,-0.22667,0.09348,0.40154,0.54369,0.27959,0.0043068,-0.19692,-0.23307,0.26624,0.0111,-0.18786,-0.21047,-0.22183,-0.52223,-0.8573,-0.88645,-0.2231,-0.4938,-0.85211,-0.94199,0.32612,-0.28055,-0.21506,-0.27337,-0.22524
