Frame #,# Obj,X,Y,Z,Doppler,Intensity,Abs Time
570,51,0,1.9297,0.35352,0.356,6,1.6173e+09
570,51,0.49805,1.9277,-0.041992,0.356,11,1.6173e+09
570,51,0.12598,1.9395,0.55371,0.356,26,1.6173e+09
570,51,0.064453,1.9746,0.54688,0.356,55,1.6173e+09
570,51,0.12988,2.0225,0.46582,0.356,80,1.6173e+09
570,51,0.13184,2.0703,0.37793,0.356,83,1.6173e+09
570,51,0.13379,2.1201,0.24414,0.356,61,1.6173e+09
570,51,0.20313,2.1533,0.13281,0.356,32,1.6173e+09
570,51,-3.1025,1.1494,0.075195,0.356,5,1.6173e+09
570,51,-3.3389,0,-0.20996,0.356,4,1.6173e+09
570,51,0.063477,1.8818,0.73438,0.71201,8,1.6173e+09
570,51,0.064453,1.9385,0.66504,0.71201,17,1.6173e+09
570,51,0.06543,2.0078,0.53613,0.71201,26,1.6173e+09
570,51,0.13184,2.0791,0.32813,0.71201,31,1.6173e+09
570,51,0.2002,2.1221,0.16211,0.71201,30,1.6173e+09
570,51,0.20313,2.1563,0.094727,0.71201,22,1.6173e+09
570,51,0.12988,2.0508,0.31738,1.068,7,1.6173e+09
570,51,0.13184,2.1025,0.099609,1.068,9,1.6173e+09
570,51,0.2002,2.1289,0.020508,1.068,9,1.6173e+09
570,51,0.19238,2.0342,0.1748,-0.71201,7,1.6173e+09
570,51,0.12988,2.0674,0.17773,-0.71201,9,1.6173e+09
570,51,0.13184,2.0879,0.26367,-0.71201,8,1.6173e+09
570,51,1.8311,0,2.4893,-0.71201,10,1.6173e+09
570,51,1.8525,0,2.5039,-0.71201,11,1.6173e+09
570,51,1.792,0,2.5742,-0.71201,9,1.6173e+09
570,51,0,1.9229,0.19824,-0.356,7,1.6173e+09
570,51,0.061523,1.9404,0.28906,-0.356,7,1.6173e+09
570,51,0.18945,1.9863,0.32227,-0.356,14,1.6173e+09
570,51,0.19238,2.0107,0.35059,-0.356,27,1.6173e+09
570,51,0.19531,2.0488,0.2959,-0.356,36,1.6173e+09
570,51,0.19727,2.084,0.25098,-0.356,34,1.6173e+09
570,51,0.2002,2.1182,0.21484,-0.356,22,1.6173e+09
570,51,1.8311,0,2.5156,-0.356,14,1.6173e+09
570,51,1.8525,0,2.5713,-0.356,15,1.6173e+09
570,51,1.792,0,-2.5625,-0.356,11,1.6173e+09
570,51,0.64063,1.7891,-0.76855,0,10,1.6173e+09
570,51,0.61328,1.5029,-1.1035,0.356,4,1.6173e+09
570,51,-0.31055,3.25,0.5459,0.356,3,1.6173e+09
570,51,2.1914,0,-3.1299,0.356,3,1.6173e+09
570,51,0.70508,1.7646,-0.76953,0.71201,10,1.6173e+09
570,51,0.84473,1.3564,-1.3311,0.71201,15,1.6173e+09
570,51,0.92285,0.5791,-1.8057,0.71201,16,1.6173e+09
571,51,0.0625,1.918,0.53223,0,5,1.6173e+09
571,51,0.12598,1.9785,0.3916,0,18,1.6173e+09
571,51,0.12793,2.002,0.42188,0,38,1.6173e+09
571,51,0.19531,2.0352,0.37793,0,54,1.6173e+09
571,51,0.19727,2.0732,0.32813,0,56,1.6173e+09
571,51,0.13379,2.1152,0.2832,0,43,1.6173e+09
571,51,0.20313,2.1455,0.23047,0,27,1.6173e+09
571,51,0.20605,2.1787,0.18652,0,13,1.6173e+09
571,51,-0.24512,1.9023,0.41309,0.356,7,1.6173e+09
571,51,0.24902,1.918,0.47559,0.356,13,1.6173e+09
571,51,0.18945,1.96,0.45508,0.356,53,1.6173e+09
571,51,0.25586,1.9902,0.4209,0.356,114,1.6173e+09
571,51,0.19531,2.0273,0.41895,0.356,162,1.6173e+09
571,51,0.19727,2.0615,0.39648,0.356,162,1.6173e+09
571,51,0.2002,2.0977,0.35938,0.356,118,1.6173e+09
571,51,0.20313,2.1348,0.31738,0.356,67,1.6173e+09
571,51,0.20605,2.1689,0.2793,0.356,30,1.6173e+09
571,51,0.18945,1.9268,0.5791,0.71201,16,1.6173e+09
571,51,0.12793,1.9688,0.55859,0.71201,34,1.6173e+09
571,51,0.19531,2.0078,0.50488,0.71201,49,1.6173e+09
571,51,0.13184,2.0439,0.50293,0.71201,52,1.6173e+09
571,51,0.2002,2.0859,0.4248,0.71201,43,1.6173e+09
571,51,0.13574,2.125,0.40332,0.71201,30,1.6173e+09
571,51,0.068359,2.125,0.55176,0.71201,19,1.6173e+09
571,51,0,1.7402,1.3877,0.71201,15,1.6173e+09
571,51,0.19238,1.9375,0.6416,1.068,7,1.6173e+09
571,51,0.19531,2.0068,0.50879,1.068,10,1.6173e+09
571,51,0.19727,2.0283,0.54199,1.068,9,1.6173e+09
571,51,0,1.2754,1.8242,1.068,9,1.6173e+09
571,51,0.91602,1.125,-1.7266,1.068,10,1.6173e+09
571,51,0.32031,2.0107,0.23828,-0.71201,13,1.6173e+09
571,51,0.3252,2.042,0.21875,-0.71201,18,1.6173e+09
571,51,0.26367,2.0869,0.14355,-0.71201,17,1.6173e+09
571,51,0.26758,2.1172,0.125,-0.71201,11,1.6173e+09
571,51,-0.12305,1.9551,0.12207,-0.356,9,1.6173e+09
571,51,-0.24902,1.9756,-0.041992,-0.356,10,1.6173e+09
571,51,0.31543,1.9756,0.28809,-0.356,26,1.6173e+09
571,51,0.32031,2.0059,0.28027,-0.356,56,1.6173e+09
571,51,0.3252,2.0381,0.25488,-0.356,76,1.6173e+09
571,51,0.26367,2.0771,0.25,-0.356,70,1.6173e+09
571,51,0.26758,2.1084,0.23633,-0.356,44,1.6173e+09
571,51,0.33887,2.1338,0.16895,-0.356,18,1.6173e+09
571,51,-0.37305,1.8086,-0.74707,0.356,10,1.6173e+09
571,51,0.75781,1.7324,-0.71191,0.71201,9,1.6173e+09
571,51,0.83301,1.6367,-0.91113,0.71201,18,1.6173e+09
571,51,0.96094,0.82422,-1.7949,0.71201,12,1.6173e+09
571,51,0.97363,0.78906,-1.8398,0.71201,13,1.6173e+09
571,51,0.83496,1.4766,-1.4414,1.068,9,1.6173e+09
571,51,-0.28223,0,-2.2549,1.068,9,1.6173e+09
571,51,0.40137,2.0977,0.10254,-0.71201,11,1.6173e+09
571,51,0.43555,1.9072,0.37305,-0.356,8,1.6173e+09
572,34,0.31543,1.9688,0.32813,0,18,1.6173e+09
572,34,0.38477,1.9805,0.36328,0,52,1.6173e+09
572,34,0.45508,1.9961,0.36523,0,93,1.6173e+09
572,34,0.39551,2.0371,0.37305,0,114,1.6173e+09
572,34,0.46777,2.0557,0.35352,0,97,1.6173e+09
572,34,0.47363,2.0859,0.34863,0,55,1.6173e+09
572,34,0.48047,2.1191,0.3252,0,19,1.6173e+09
572,34,0.37305,1.9199,0.37402,0.356,5,1.6173e+09
572,34,0.37891,1.9336,0.44824,0.356,39,1.6173e+09
572,34,0.38477,1.9658,0.43555,0.356,116,1.6173e+09
572,34,0.38965,1.9951,0.43652,0.356,209,1.6173e+09
572,34,0.39551,2.0244,0.43652,0.356,254,1.6173e+09
572,34,0.40137,2.0537,0.43848,0.356,213,1.6173e+09
572,34,0.47363,2.0752,0.40723,0.356,121,1.6173e+09
572,34,0.48047,2.1074,0.39063,0.356,41,1.6173e+09
572,34,0.37891,1.9238,0.49023,0.71201,15,1.6173e+09
572,34,0.38477,1.9521,0.49512,0.71201,45,1.6173e+09
572,34,0.38965,1.9805,0.49805,0.71201,81,1.6173e+09
572,34,0.39551,2.0078,0.51074,0.71201,99,1.6173e+09
572,34,0.46777,2.0303,0.48242,0.71201,84,1.6173e+09
572,34,0.40625,2.0703,0.49805,0.71201,47,1.6173e+09
572,34,0.25977,1.9473,0.68164,1.068,8,1.6173e+09
572,34,0.26367,2.0088,0.58496,1.068,9,1.6173e+09
572,34,0.3252,2.0439,0.20508,-0.71201,11,1.6173e+09
572,34,0.3291,2.0771,0.15234,-0.71201,13,1.6173e+09
572,34,0.26758,2.1035,0.27148,-0.71201,10,1.6173e+09
572,34,0.061523,1.9541,-0.16699,-0.356,7,1.6173e+09
572,34,0.31543,1.9609,0.375,-0.356,7,1.6173e+09
572,34,0.32031,1.998,0.33105,-0.356,25,1.6173e+09
572,34,0.3252,2.0313,0.30762,-0.356,44,1.6173e+09
572,34,0.39551,2.0498,0.2998,-0.356,51,1.6173e+09
572,34,0.33398,2.0908,0.2959,-0.356,41,1.6173e+09
572,34,0.40625,2.1104,0.27734,-0.356,23,1.6173e+09
572,34,0.34277,2.1318,0.40332,-0.356,7,1.6173e+09
573,4,0.73535,1.9541,0.45996,0,7,1.6173e+09
573,4,0.74512,1.9717,0.50391,0,7,1.6173e+09
573,4,0.73535,1.9307,0.55176,0.356,14,1.6173e+09
573,4,0.74512,1.9287,0.64844,0.356,14,1.6173e+09
574,10,0.60156,1.9893,0.50098,0,8,1.6173e+09
574,10,0.60938,2.0137,0.51953,0,9,1.6173e+09
574,10,0.61816,2.0439,0.51563,0,8,1.6173e+09
574,10,-0.12402,1.9863,-0.080078,0.356,6,1.6173e+09
574,10,0.66797,1.9346,0.61816,0.356,21,1.6173e+09
574,10,0.67773,1.9463,0.6709,0.356,26,1.6173e+09
574,10,0.68652,1.9912,0.62305,0.356,22,1.6173e+09
574,10,0.62598,2.0293,0.66699,0.356,12,1.6173e+09
574,10,0.60938,1.9961,0.58398,0.71201,8,1.6173e+09
574,10,0.61816,1.9404,0.82422,0.71201,7,1.6173e+09
575,10,0.12793,1.9971,0.44434,0,8,1.6173e+09
575,10,0.19531,2.0225,0.44043,0,10,1.6173e+09
575,10,0.13184,2.0605,0.42773,0,8,1.6173e+09
575,10,0.066406,2.1201,0.26758,0,5,1.6173e+09
575,10,0.19531,2.042,0.33887,-0.71201,8,1.6173e+09
575,10,0.13184,2.1045,0.047852,-0.71201,7,1.6173e+09
575,10,0.25586,1.9746,0.48828,-0.356,15,1.6173e+09
575,10,0.19531,2.0381,0.36523,-0.356,19,1.6173e+09
575,10,0.19727,2.0762,0.31152,-0.356,18,1.6173e+09
575,10,0.13379,2.1172,0.26758,-0.356,11,1.6173e+09
577,5,0.61816,1.9561,0.78613,0,5,1.6173e+09
577,5,0.61816,2.0166,0.61426,0.356,9,1.6173e+09
577,5,0.67773,2.0068,0.45898,-0.356,16,1.6173e+09
577,5,0.75488,1.9951,0.52246,-0.356,17,1.6173e+09
577,5,0.69531,2.0254,0.60645,-0.356,13,1.6173e+09
578,4,0.19531,1.958,0.67188,0.356,9,1.6173e+09
578,4,0.26367,2.0166,0.55859,0.356,12,1.6173e+09
578,4,0.26758,2.0527,0.53418,0.356,11,1.6173e+09
578,4,0.19727,2.0645,0.37988,-0.356,9,1.6173e+09
579,17,0.45508,1.7422,1.04,0,5,1.6173e+09
579,17,0.52734,1.8252,0.91504,0,11,1.6173e+09
579,17,0.53418,1.832,0.96289,0,14,1.6173e+09
579,17,0.54199,1.8799,0.93262,0,13,1.6173e+09
579,17,0.54883,1.9238,0.90625,0,9,1.6173e+09
579,17,0.52734,1.8428,0.87988,0.356,16,1.6173e+09
579,17,0.46777,1.9355,0.7793,0.356,19,1.6173e+09
579,17,0.47363,1.9375,0.84668,0.356,16,1.6173e+09
579,17,0.41211,2.0361,0.71387,0.356,9,1.6173e+09
579,17,0.52734,1.8682,0.82422,-0.71201,11,1.6173e+09
579,17,0.53418,1.9199,0.77441,-0.71201,14,1.6173e+09
579,17,0.54199,1.9531,0.76855,-0.71201,13,1.6173e+09
579,17,0.51953,1.7754,0.94922,-0.356,17,1.6173e+09
579,17,0.52734,1.8574,0.84766,-0.356,32,1.6173e+09
579,17,0.53418,1.9102,0.79883,-0.356,42,1.6173e+09
579,17,0.54199,1.9551,0.76367,-0.356,37,1.6173e+09
579,17,0.54883,1.9844,0.7666,-0.356,22,1.6173e+09
580,22,0.3252,1.9736,0.56738,0,10,1.6173e+09
580,22,0.39551,1.9512,0.69434,0,15,1.6173e+09
580,22,0.40137,1.9727,0.71973,0,16,1.6173e+09
580,22,0.40625,2.0146,0.68848,0,12,1.6173e+09
580,22,0.32031,1.832,0.8623,0.356,8,1.6173e+09
580,22,0.3252,1.9043,0.76953,0.356,19,1.6173e+09
580,22,0.39551,1.9189,0.78027,0.356,28,1.6173e+09
580,22,0.40137,1.958,0.75879,0.356,29,1.6173e+09
580,22,0.33887,2.0186,0.71191,0.356,20,1.6173e+09
580,22,0.34277,2.0527,0.70117,0.356,9,1.6173e+09
580,22,0.26367,1.873,0.93164,0.71201,6,1.6173e+09
580,22,0.33398,1.9473,0.81738,0.71201,7,1.6173e+09
580,22,0.38965,1.9883,0.46777,-0.71201,11,1.6173e+09
580,22,0.46094,1.9941,0.50586,-0.71201,17,1.6173e+09
580,22,0.40137,2.0352,0.51758,-0.71201,17,1.6173e+09
580,22,0.47363,2.0391,0.56055,-0.71201,12,1.6173e+09
580,22,0.32031,1.9473,0.55371,-0.356,15,1.6173e+09
580,22,0.38965,1.9551,0.59082,-0.356,35,1.6173e+09
580,22,0.46094,1.96,0.62695,-0.356,54,1.6173e+09
580,22,0.40137,2.0117,0.60254,-0.356,55,1.6173e+09
580,22,0.40625,2.0439,0.5957,-0.356,39,1.6173e+09
580,22,0.48047,2.0244,0.70313,-0.356,19,1.6173e+09
581,25,0.19238,1.9297,0.66504,0,7,1.6173e+09
581,25,0.25977,1.9756,0.59473,0,13,1.6173e+09
581,25,0.3291,1.9873,0.62305,0,17,1.6173e+09
581,25,0.33398,2.0205,0.61328,0,15,1.6173e+09
581,25,0.27051,2.0566,0.62793,0,8,1.6173e+09
581,25,0.32031,1.918,0.64941,0.356,14,1.6173e+09
581,25,0.3252,1.9297,0.70215,0.356,28,1.6173e+09
581,25,0.3291,1.9609,0.70215,0.356,35,1.6173e+09
581,25,0.33398,2.0029,0.66797,0.356,29,1.6173e+09
581,25,0.33887,2.0166,0.71973,0.356,16,1.6173e+09
581,25,2.2949,0,-2.2666,0.356,5,1.6173e+09
581,25,0.3252,1.9482,0.64941,0.71201,7,1.6173e+09
581,25,0.26367,1.999,0.61719,0.71201,9,1.6173e+09
581,25,0.26758,1.9834,0.75391,0.71201,7,1.6173e+09
581,25,0.25977,1.9971,0.51953,-0.71201,15,1.6173e+09
581,25,0.26367,2.0254,0.52344,-0.71201,19,1.6173e+09
581,25,0.33398,2.0566,0.48145,-0.71201,17,1.6173e+09
581,25,0.31543,1.9092,0.58203,-0.356,9,1.6173e+09
581,25,0.32031,1.9365,0.59082,-0.356,26,1.6173e+09
581,25,0.3252,1.9707,0.57813,-0.356,49,1.6173e+09
581,25,0.39551,1.9941,0.56055,-0.356,62,1.6173e+09
581,25,0.40137,2.0273,0.54785,-0.356,54,1.6173e+09
581,25,0.33887,2.0645,0.56543,-0.356,30,1.6173e+09
581,25,-2.9932,0,1.1973,0.356,4,1.6173e+09
581,25,-0.37891,1.5313,1.2627,-0.356,6,1.6173e+09
582,24,0.19238,1.9219,0.68652,0,5,1.6173e+09
582,24,0.19531,1.9902,0.57129,0,8,1.6173e+09
582,24,0.19727,2.041,0.49023,0,8,1.6173e+09
582,24,0.33398,1.9854,0.7207,0,6,1.6173e+09
582,24,0,1.9189,0.23438,0.356,6,1.6173e+09
582,24,0,1.8867,0.53809,0.356,9,1.6173e+09
582,24,-0.12402,1.9443,0.41211,0.356,14,1.6173e+09
582,24,-0.12598,1.9941,0.30469,0.356,15,1.6173e+09
582,24,0.38477,1.7383,1.0176,0.356,12,1.6173e+09
582,24,0.3252,1.9092,0.75684,0.356,18,1.6173e+09
582,24,0.26367,1.9941,0.63477,0.356,17,1.6173e+09
582,24,0.2002,2.0557,0.55469,0.356,10,1.6173e+09
582,24,0.25977,2.0146,0.44629,-0.71201,9,1.6173e+09
582,24,0.26367,2.043,0.45117,-0.71201,9,1.6173e+09
582,24,0,1.9033,0.47949,-0.356,10,1.6173e+09
582,24,-0.12402,1.9678,0.2832,-0.356,13,1.6173e+09
582,24,-0.25293,2.0049,0.03418,-0.356,13,1.6173e+09
582,24,0.32031,1.8818,0.74707,-0.356,20,1.6173e+09
582,24,0.3252,1.9746,0.56543,-0.356,30,1.6173e+09
582,24,0.3291,2.0186,0.51172,-0.356,31,1.6173e+09
582,24,0.33398,2.0596,0.46484,-0.356,19,1.6173e+09
582,24,-0.32031,2.0205,-0.12793,0.356,11,1.6173e+09
582,24,0.37891,1.6807,1.0557,-0.356,9,1.6173e+09
582,24,-0.32031,1.9863,-0.39258,-0.356,12,1.6173e+09
583,22,0.12988,1.9961,0.56641,0,5,1.6173e+09
583,22,0.26367,2.0244,0.52734,0,7,1.6173e+09
583,22,0.26758,1.9834,0.75391,0,6,1.6173e+09
583,22,-0.31152,1.9121,0.46387,0.356,8,1.6173e+09
583,22,-0.25293,1.9268,0.55469,0.356,10,1.6173e+09
583,22,0.19238,1.9814,0.49219,0.356,9,1.6173e+09
583,22,0.25977,1.9648,0.62891,0.356,16,1.6173e+09
583,22,0.26367,1.957,0.74023,0.356,19,1.6173e+09
583,22,0.26758,1.9678,0.79395,0.356,16,1.6173e+09
583,22,0.20313,2.0322,0.72656,0.356,9,1.6173e+09
583,22,0.25977,2.0186,0.42578,-0.71201,7,1.6173e+09
583,22,0.26367,2.0342,0.49023,-0.71201,9,1.6173e+09
583,22,0.2002,2.0361,0.62012,-0.71201,7,1.6173e+09
583,22,-0.31152,1.8506,0.66699,-0.356,7,1.6173e+09
583,22,-0.25293,1.9404,0.50488,-0.356,10,1.6173e+09
583,22,0.32031,2.0029,0.2998,-0.356,14,1.6173e+09
583,22,0.25977,1.9785,0.58398,-0.356,24,1.6173e+09
583,22,0.26367,1.998,0.62109,-0.356,30,1.6173e+09
583,22,0.26758,2.0361,0.59473,-0.356,25,1.6173e+09
583,22,0.33887,2.0459,0.63184,-0.356,15,1.6173e+09
583,22,-0.32031,1.7852,0.95605,0.356,8,1.6173e+09
583,22,0.44238,1.8838,-0.58203,-0.356,6,1.6173e+09
584,9,0,1.9521,0.20117,0.356,7,1.6173e+09
584,9,-0.0625,1.9658,0.31152,0.356,10,1.6173e+09
584,9,-0.18945,1.9629,0.44043,0.356,10,1.6173e+09
584,9,0,1.9521,0.20117,-0.356,6,1.6173e+09
584,9,0,1.959,0.35938,-0.356,9,1.6173e+09
584,9,-0.18945,2.001,0.20605,-0.356,9,1.6173e+09
584,9,0.3252,1.9648,0.59863,-0.356,8,1.6173e+09
584,9,0.3291,1.958,0.71094,-0.356,9,1.6173e+09
584,9,0.2002,2.0361,0.62012,-0.356,6,1.6173e+09
585,9,0.19238,1.9531,0.59473,0.356,10,1.6173e+09
585,9,0.19531,1.9795,0.60742,0.356,14,1.6173e+09
585,9,0.26367,2.0078,0.58789,0.356,14,1.6173e+09
585,9,0.91602,1.0361,-1.7813,0.356,8,1.6173e+09
585,9,0.25586,1.9463,0.59082,-0.356,9,1.6173e+09
585,9,0.19531,2.0049,0.5166,-0.356,12,1.6173e+09
585,9,0.19727,2.0342,0.52051,-0.356,12,1.6173e+09
585,9,0.26758,2.0527,0.53418,-0.356,9,1.6173e+09
585,9,-0.56348,1.6602,-1.418,0.356,6,1.6173e+09
586,42,0.38477,1.9082,0.64355,0,12,1.6173e+09
586,42,0.3252,1.9678,0.58789,0,21,1.6173e+09
586,42,0.39551,1.9717,0.63477,0,25,1.6173e+09
586,42,0.40137,2.0088,0.61328,0,21,1.6173e+09
586,42,0.33887,2.043,0.63867,0,12,1.6173e+09
586,42,2.3154,0.93262,-2.0361,0,4,1.6173e+09
586,42,0.31543,1.8896,0.64258,0.356,16,1.6173e+09
586,42,0.32031,1.9063,0.68262,0.356,45,1.6173e+09
586,42,0.3252,1.9307,0.70215,0.356,79,1.6173e+09
586,42,0.3291,1.96,0.70508,0.356,93,1.6173e+09
586,42,0.40137,1.9717,0.72461,0.356,75,1.6173e+09
586,42,0.40625,2,0.72949,0.356,40,1.6173e+09
586,42,0.78516,1.292,-1.7129,0.356,13,1.6173e+09
586,42,0.79492,1.3838,-1.6748,0.356,8,1.6173e+09
586,42,0,2.2773,0.66504,0.356,9,1.6173e+09
586,42,0.32031,1.8564,0.80859,0.71201,14,1.6173e+09
586,42,0.3252,1.8945,0.79297,0.71201,24,1.6173e+09
586,42,0.3291,1.9326,0.77734,0.71201,29,1.6173e+09
586,42,0.33398,1.9521,0.80664,0.71201,23,1.6173e+09
586,42,0.33887,1.9697,0.83984,0.71201,12,1.6173e+09
586,42,0.25586,1.9395,0.61523,-0.71201,6,1.6173e+09
586,42,0.3252,1.9756,0.56055,-0.71201,12,1.6173e+09
586,42,0.39551,1.9883,0.58203,-0.71201,15,1.6173e+09
586,42,0.33398,2.0029,0.66797,-0.71201,12,1.6173e+09
586,42,0.40625,2.0498,0.57617,-0.71201,8,1.6173e+09
586,42,0,1.9463,0.25293,-0.356,6,1.6173e+09
586,42,0.31543,1.918,0.55176,-0.356,8,1.6173e+09
586,42,0.38477,1.9326,0.56738,-0.356,26,1.6173e+09
586,42,0.38965,1.9463,0.62109,-0.356,46,1.6173e+09
586,42,0.39551,1.9746,0.62598,-0.356,54,1.6173e+09
586,42,0.40137,1.9961,0.65332,-0.356,45,1.6173e+09
586,42,0.33887,2.0234,0.69922,-0.356,25,1.6173e+09
586,42,0.41211,2.0381,0.70801,-0.356,9,1.6173e+09
586,42,0.98828,0.40918,2.9766,-0.356,8,1.6173e+09
586,42,0.89746,0.50977,3.0205,-0.356,8,1.6173e+09
586,42,1.1074,0,3.1338,-0.356,7,1.6173e+09
586,42,-2.9199,0.63086,1.207,0,4,1.6173e+09
586,42,-0.35742,1.6309,-1.5596,0.356,12,1.6173e+09
586,42,-0.36133,1.0098,-2.0498,0.356,8,1.6173e+09
586,42,2.2734,1.0684,-1.9219,-0.356,7,1.6173e+09
586,42,2.3945,0.76758,-1.9678,-0.356,8,1.6173e+09
586,42,2.3154,1.0605,-1.9727,-0.356,6,1.6173e+09
587,13,0,1.9473,0.41895,0.356,7,1.6173e+09
587,13,0,1.9502,0.5293,0.356,8,1.6173e+09
587,13,0,1.8809,0.81543,0.356,9,1.6173e+09
587,13,0.25977,1.8477,0.91797,0.356,12,1.6173e+09
587,13,0.46094,1.8682,0.86328,0.356,16,1.6173e+09
587,13,0,1.958,0.12305,-0.356,5,1.6173e+09
587,13,0,1.96,0.35156,-0.356,7,1.6173e+09
587,13,0,1.9727,0.43848,-0.356,9,1.6173e+09
587,13,0.064453,1.9766,0.54004,-0.356,10,1.6173e+09
587,13,0.25977,1.9072,0.78809,-0.356,11,1.6173e+09
587,13,0.46094,1.9521,0.65137,-0.356,14,1.6173e+09
587,13,0.40137,1.9619,0.75,-0.356,12,1.6173e+09
587,13,0.40625,1.9678,0.8125,-0.356,8,1.6173e+09
588,16,0.51953,1.918,0.61426,0,5,1.6173e+09
588,16,0.59277,1.8779,0.75391,0,8,1.6173e+09
588,16,0.53418,1.8545,0.91992,0,8,1.6173e+09
588,16,0.44824,1.8037,0.86621,0.356,9,1.6173e+09
588,16,0.45508,1.8516,0.8291,0.356,21,1.6173e+09
588,16,0.46094,1.9014,0.78711,0.356,31,1.6173e+09
588,16,0.53418,1.9053,0.81055,0.356,32,1.6173e+09
588,16,0.47363,1.9775,0.74902,0.356,21,1.6173e+09
588,16,0.38965,1.8418,0.88379,0.71201,6,1.6173e+09
588,16,0.52734,1.8311,0.90332,0.71201,10,1.6173e+09
588,16,0.46777,1.8848,0.89551,0.71201,10,1.6173e+09
588,16,0.5127,1.7324,0.96875,-0.356,7,1.6173e+09
588,16,0.38965,1.9521,0.60156,-0.356,14,1.6173e+09
588,16,0.39551,1.9844,0.59277,-0.356,21,1.6173e+09
588,16,0.46777,1.9951,0.6084,-0.356,21,1.6173e+09
588,16,0.47363,2.0322,0.58398,-0.356,14,1.6173e+09
589,29,0.25586,1.9453,0.59375,0,8,1.6173e+09
589,29,0.38965,1.9561,0.58789,0,16,1.6173e+09
589,29,0.46094,1.9717,0.58887,0,22,1.6173e+09
589,29,0.60156,1.9805,0.53516,0,26,1.6173e+09
589,29,0.67773,1.9844,0.54785,0,23,1.6173e+09
589,29,0.61816,2.0352,0.54883,0,14,1.6173e+09
589,29,0.25586,1.9902,0.41992,0.356,10,1.6173e+09
