Frame #,# Obj,X,Y,Z,Doppler,Intensity,Abs Time
564,52,0.98828,1.0273,-2.8232,0,7,1.6173e+09
564,52,0.89746,1.3623,-2.7441,0,5,1.6173e+09
564,52,-0.23438,1.6699,0.81934,0.356,5,1.6173e+09
564,52,-0.11914,1.7988,0.6123,0.356,11,1.6173e+09
564,52,-0.18164,1.8652,0.47266,0.356,17,1.6173e+09
564,52,-0.12305,1.9209,0.38379,0.356,20,1.6173e+09
564,52,-0.18652,1.9619,0.28906,0.356,16,1.6173e+09
564,52,-0.18945,2.0029,0.19336,0.356,9,1.6173e+09
564,52,0.3252,1.957,0.62207,0.356,25,1.6173e+09
564,52,0.26367,2.0059,0.59473,0.356,47,1.6173e+09
564,52,0.33398,2.0176,0.62305,0.356,65,1.6173e+09
564,52,0.33887,2.0469,0.62793,0.356,63,1.6173e+09
564,52,0.34277,2.0625,0.67285,0.356,42,1.6173e+09
564,52,0.34766,2.0801,0.71289,0.356,19,1.6173e+09
564,52,-0.18359,1.9199,0.36035,0.71201,6,1.6173e+09
564,52,0.25977,1.9258,0.74121,0.71201,13,1.6173e+09
564,52,0.26367,1.9775,0.68359,0.71201,25,1.6173e+09
564,52,0.33398,1.9932,0.69922,0.71201,35,1.6173e+09
564,52,0.33887,2.0088,0.74023,0.71201,33,1.6173e+09
564,52,0.34277,2.0361,0.75,0.71201,22,1.6173e+09
564,52,0.41699,2.001,0.88086,0.71201,10,1.6173e+09
564,52,0,3.1279,0.19727,-0.71201,6,1.6173e+09
564,52,0.98828,0,-3.1094,-0.71201,7,1.6173e+09
564,52,1.1973,0,-2.9707,-0.71201,6,1.6173e+09
564,52,-0.23828,1.7959,0.58496,-0.356,9,1.6173e+09
564,52,-0.12109,1.8867,0.4043,-0.356,16,1.6173e+09
564,52,-0.18359,1.9248,0.33496,-0.356,18,1.6173e+09
564,52,0,1.9834,0.18457,-0.356,15,1.6173e+09
564,52,0.87305,0,3.0352,-0.356,7,1.6173e+09
564,52,1.0771,0.50391,-2.8994,-0.356,13,1.6173e+09
564,52,0.98828,0,-3.0195,-0.356,14,1.6173e+09
564,52,1.0977,1,-2.8262,-0.356,11,1.6173e+09
564,52,1.0068,1.457,-2.6914,-0.356,5,1.6173e+09
564,52,2.3506,1.1172,-1.7461,0,5,1.6173e+09
564,52,2.1748,0,-2.4434,0,5,1.6173e+09
564,52,2.2949,0,-2.2666,0,4,1.6173e+09
564,52,-0.27832,1.9824,-0.97266,0.71201,6,1.6173e+09
564,52,0.97949,0,-3.0635,-0.71201,6,1.6173e+09
564,52,2.2734,0,-2.2461,-0.71201,6,1.6173e+09
564,52,2.3945,0.42969,-2.0674,-0.71201,5,1.6173e+09
564,52,-2.7168,1.1729,0.93945,-0.356,7,1.6173e+09
564,52,2.2529,0.63672,-2.084,-0.356,10,1.6173e+09
564,52,2.4717,0.51367,-1.9063,-0.356,12,1.6173e+09
564,52,2.2949,0,-2.3115,-0.356,8,1.6173e+09
564,52,-0.40234,3.1904,0.20215,-0.356,4,1.6173e+09
565,46,0.44238,1.8125,0.77832,0,6,1.6173e+09
565,46,0.38477,1.8965,0.67578,0,8,1.6173e+09
565,46,0.38965,1.9199,0.69727,0,8,1.6173e+09
565,46,0.46094,1.8555,0.89063,0,6,1.6173e+09
565,46,0.068359,1.915,1.0742,0,8,1.6173e+09
565,46,0.83496,1.6992,-1.1699,0,11,1.6173e+09
565,46,0.77539,1.6777,-1.293,0,11,1.6173e+09
565,46,-0.14258,0.62598,2.1924,0,8,1.6173e+09
565,46,-0.18164,1.8545,0.51465,0.356,10,1.6173e+09
565,46,-0.18359,1.8916,0.49023,0.356,13,1.6173e+09
565,46,-0.24902,1.8535,0.68555,0.356,11,1.6173e+09
565,46,0.44238,1.8701,0.625,0.356,15,1.6173e+09
565,46,0.44824,1.8564,0.74512,0.356,23,1.6173e+09
565,46,0.51953,1.8643,0.76074,0.356,26,1.6173e+09
565,46,0.1377,1.9863,0.92871,0.356,16,1.6173e+09
565,46,0.9043,1.5547,-1.3115,0.356,22,1.6173e+09
565,46,0.8457,1.7002,-1.2168,0.356,22,1.6173e+09
565,46,0.85645,1.6357,-1.3447,0.356,15,1.6173e+09
565,46,0.38477,1.832,0.83594,0.71201,8,1.6173e+09
565,46,0.38965,1.8281,0.91016,0.71201,8,1.6173e+09
565,46,0.83496,1.7227,-1.1367,0.71201,11,1.6173e+09
565,46,0.77539,1.7588,-1.1797,0.71201,11,1.6173e+09
565,46,0.87305,0,2.9805,-0.71201,7,1.6173e+09
565,46,0.97949,0,-3.04,-0.71201,7,1.6173e+09
565,46,-0.18164,1.8701,0.45313,-0.356,9,1.6173e+09
565,46,-0.18359,1.9072,0.4248,-0.356,12,1.6173e+09
565,46,0.44824,1.9268,0.54004,-0.356,10,1.6173e+09
565,46,0.45508,1.9258,0.63965,-0.356,11,1.6173e+09
565,46,0.46094,1.9736,0.58398,-0.356,9,1.6173e+09
565,46,0.87305,0,3.1035,-0.356,8,1.6173e+09
565,46,0.97949,0.19043,-2.9707,-0.356,9,1.6173e+09
565,46,0.89258,1.5889,-1.2275,0,8,1.6173e+09
565,46,-0.27832,0.94141,-1.998,0,10,1.6173e+09
565,46,-0.35254,0.83887,-2.0635,0,10,1.6173e+09
565,46,0.71387,1.9258,-1,0,7,1.6173e+09
565,46,0.43555,1.9414,0.079102,0.356,7,1.6173e+09
565,46,0.89258,1.5537,-1.2705,0.356,15,1.6173e+09
565,46,-0.20898,0.4209,-2.1758,0.356,19,1.6173e+09
565,46,-0.21191,0.71387,-2.1289,0.356,20,1.6173e+09
565,46,-0.28516,0.78711,-2.126,0.356,14,1.6173e+09
565,46,-0.34766,1.3564,-1.7305,0.71201,9,1.6173e+09
565,46,-0.21191,0.79102,-2.1016,0.71201,10,1.6173e+09
565,46,2.3281,0,-2.165,-0.71201,6,1.6173e+09
565,46,2.4482,0,-2.3652,-0.71201,6,1.6173e+09
565,46,2.4258,0,-1.9395,-0.356,7,1.6173e+09
565,46,2.4482,0,-2.0195,-0.356,8,1.6173e+09
566,41,0.50488,1.7842,0.80371,0,10,1.6173e+09
566,41,0.57617,1.8086,0.77539,0,22,1.6173e+09
566,41,0.58496,1.8408,0.77148,0,31,1.6173e+09
566,41,0.52734,1.8984,0.75293,0,29,1.6173e+09
566,41,0.53418,1.918,0.78027,0,20,1.6173e+09
566,41,0.67773,1.9512,0.65625,0,10,1.6173e+09
566,41,0,1.7959,0.26758,0.356,7,1.6173e+09
566,41,0,1.8174,0.31934,0.356,10,1.6173e+09
566,41,0,1.8486,0.3125,0.356,11,1.6173e+09
566,41,-0.05957,1.876,0.32129,0.356,13,1.6173e+09
566,41,-0.12109,1.8848,0.41113,0.356,17,1.6173e+09
566,41,-0.12305,1.9277,0.34766,0.356,20,1.6173e+09
566,41,-0.18652,1.9746,0.18359,0.356,17,1.6173e+09
566,41,0.56836,1.7158,0.90527,0.356,31,1.6173e+09
566,41,0.57617,1.791,0.81445,0.356,67,1.6173e+09
566,41,0.58496,1.8379,0.77734,0.356,98,1.6173e+09
566,41,0.59277,1.8691,0.77441,0.356,95,1.6173e+09
566,41,0.53418,1.918,0.77832,0.356,63,1.6173e+09
566,41,0.54199,1.9346,0.81348,0.356,28,1.6173e+09
566,41,0.57617,1.7617,0.87598,0.71201,22,1.6173e+09
566,41,0.58496,1.8037,0.85352,0.71201,32,1.6173e+09
566,41,0.59277,1.8311,0.86133,0.71201,31,1.6173e+09
566,41,0.46777,1.8574,0.94922,0.71201,20,1.6173e+09
566,41,0.54199,1.7969,1.084,0.71201,9,1.6173e+09
566,41,0.51953,1.9453,0.51953,-0.71201,11,1.6173e+09
566,41,0.52734,1.9824,0.4873,-0.71201,11,1.6173e+09
566,41,0.60156,1.9922,0.49023,-0.71201,8,1.6173e+09
566,41,0,1.8281,0.25,-0.356,9,1.6173e+09
566,41,0,1.8535,0.28125,-0.356,9,1.6173e+09
566,41,0,1.8701,0.35645,-0.356,11,1.6173e+09
566,41,-0.18164,1.9063,0.26172,-0.356,15,1.6173e+09
566,41,-0.12305,1.9355,0.30176,-0.356,18,1.6173e+09
566,41,-0.12402,1.9824,0.14941,-0.356,15,1.6173e+09
566,41,0.63184,1.7129,0.86719,-0.356,14,1.6173e+09
566,41,0.5127,1.8711,0.66211,-0.356,30,1.6173e+09
566,41,0.58496,1.9014,0.60449,-0.356,44,1.6173e+09
566,41,0.52734,1.9541,0.5918,-0.356,44,1.6173e+09
566,41,0.53418,1.9883,0.57715,-0.356,30,1.6173e+09
566,41,0.54199,2,0.63477,-0.356,13,1.6173e+09
566,41,0.56055,1.2676,1.4307,0.356,11,1.6173e+09
566,41,-0.25293,1.998,-0.1709,-0.356,8,1.6173e+09
567,39,0.25293,1.8877,0.67676,0,11,1.6173e+09
567,39,0.32031,1.8809,0.75,0,19,1.6173e+09
567,39,0.38965,1.9043,0.73828,0,22,1.6173e+09
567,39,0.39551,1.9014,0.82227,0,19,1.6173e+09
567,39,0.33398,1.9043,0.91309,0,11,1.6173e+09
567,39,0.47363,1.8447,1.0342,0,5,1.6173e+09
567,39,0,1.8008,0.23438,0.356,8,1.6173e+09
567,39,0,1.832,0.22363,0.356,11,1.6173e+09
567,39,0,1.8564,0.25781,0.356,14,1.6173e+09
567,39,0,1.8926,0.20605,0.356,18,1.6173e+09
567,39,-0.060547,1.9072,0.31152,0.356,22,1.6173e+09
567,39,-0.12305,1.9229,0.37207,0.356,22,1.6173e+09
567,39,-0.12402,1.9395,0.43652,0.356,17,1.6173e+09
567,39,0.5127,1.9043,0.56055,0.356,18,1.6173e+09
567,39,0.51953,1.9268,0.58594,0.356,27,1.6173e+09
567,39,0.59277,1.9297,0.6084,0.356,30,1.6173e+09
567,39,0.60156,1.9639,0.59473,0.356,23,1.6173e+09
567,39,0.67773,1.9443,0.67676,0.356,13,1.6173e+09
567,39,0.58496,1.917,0.55566,0.71201,8,1.6173e+09
567,39,0.52734,1.9697,0.53906,0.71201,9,1.6173e+09
567,39,0.60156,1.9727,0.56348,0.71201,8,1.6173e+09
567,39,0.31543,1.9316,0.50488,-0.71201,10,1.6173e+09
567,39,0.32031,1.959,0.51465,-0.71201,18,1.6173e+09
567,39,0.38965,1.9727,0.5293,-0.71201,23,1.6173e+09
567,39,0.39551,2.0029,0.52832,-0.71201,21,1.6173e+09
567,39,0.40137,2.0205,0.57422,-0.71201,13,1.6173e+09
567,39,0,1.8066,0.18555,-0.356,6,1.6173e+09
567,39,0,1.8418,0.11621,-0.356,10,1.6173e+09
567,39,0,1.8691,0.13574,-0.356,13,1.6173e+09
567,39,0,1.9004,0.1123,-0.356,17,1.6173e+09
567,39,-0.060547,1.9199,0.21777,-0.356,20,1.6173e+09
567,39,-0.18359,1.9258,0.32715,-0.356,19,1.6173e+09
567,39,0.37891,1.918,0.5127,-0.356,27,1.6173e+09
567,39,0.44824,1.916,0.57715,-0.356,50,1.6173e+09
567,39,0.45508,1.9453,0.57617,-0.356,64,1.6173e+09
567,39,0.46094,1.9795,0.56152,-0.356,59,1.6173e+09
567,39,0.46777,2.0078,0.56543,-0.356,38,1.6173e+09
567,39,0.47363,2.0459,0.53418,-0.356,17,1.6173e+09
567,39,0.53418,2,0.53418,-0.71201,13,1.6173e+09
569,2,0,1.8154,0.46875,0.356,5,1.6173e+09
569,2,0,1.8594,0.40918,0.356,6,1.6173e+09
570,27,0.70508,1.8516,0.5293,0,13,1.6173e+09
570,27,0.71484,1.8711,0.55859,0,25,1.6173e+09
570,27,0.72461,1.9053,0.54102,0,31,1.6173e+09
570,27,0.73535,1.9248,0.57031,0,27,1.6173e+09
570,27,0.67773,1.9766,0.57715,0,15,1.6173e+09
570,27,0,1.8691,0.14648,0.356,6,1.6173e+09
570,27,0,1.9004,0.11914,0.356,7,1.6173e+09
570,27,0,1.9229,0.19824,0.356,9,1.6173e+09
570,27,-0.061523,1.9043,0.46777,0.356,11,1.6173e+09
570,27,0,1.9121,0.55762,0.356,11,1.6173e+09
570,27,0.64941,1.8594,0.66699,0.356,14,1.6173e+09
570,27,0.65918,1.8848,0.67773,0.356,16,1.6173e+09
570,27,0.66797,1.8887,0.74609,0.356,13,1.6173e+09
570,27,0.64063,1.9004,0.42773,-0.71201,11,1.6173e+09
570,27,0.71484,1.9189,0.36133,-0.71201,21,1.6173e+09
570,27,0.72461,1.9404,0.39551,-0.71201,26,1.6173e+09
570,27,0.73535,1.9648,0.41113,-0.71201,22,1.6173e+09
570,27,0.67773,1.9932,0.5166,-0.71201,12,1.6173e+09
570,27,0,1.9033,0,-0.356,7,1.6173e+09
570,27,0,1.9287,0.12988,-0.356,9,1.6173e+09
570,27,0,1.9326,0.33789,-0.356,11,1.6173e+09
570,27,0,1.917,0.54199,-0.356,11,1.6173e+09
570,27,0.70508,1.877,0.42871,-0.356,31,1.6173e+09
570,27,0.71484,1.8916,0.48535,-0.356,57,1.6173e+09
570,27,0.72461,1.917,0.49805,-0.356,71,1.6173e+09
570,27,0.73535,1.9443,0.5,-0.356,60,1.6173e+09
570,27,0.8125,1.9492,0.48828,-0.356,34,1.6173e+09
571,26,0.44238,1.9043,0.5127,0,10,1.6173e+09
571,26,0.5127,1.9365,0.43457,0,18,1.6173e+09
571,26,0.64941,1.9053,0.52051,0,26,1.6173e+09
571,26,0.65918,1.9434,0.48633,0,28,1.6173e+09
571,26,0.73535,1.9346,0.53711,0,24,1.6173e+09
571,26,0.8125,1.9385,0.52832,0,14,1.6173e+09
571,26,0,1.7939,0.6377,0.356,5,1.6173e+09
571,26,0.12402,1.8838,0.63379,0.356,13,1.6173e+09
571,26,0.12598,1.8818,0.72656,0.356,17,1.6173e+09
571,26,0.19238,1.8809,0.79199,0.356,19,1.6173e+09
571,26,0.19531,1.79,1.04,0.356,14,1.6173e+09
571,26,0.67871,3.0273,0.12402,0.356,7,1.6173e+09
571,26,0.31543,1.9688,0.32813,-0.71201,10,1.6173e+09
571,26,0.57617,1.9297,0.38477,-0.71201,19,1.6173e+09
571,26,0.64941,1.9365,0.38965,-0.71201,29,1.6173e+09
571,26,0.72461,1.9414,0.39258,-0.71201,33,1.6173e+09
571,26,0.80176,1.9463,0.37695,-0.71201,29,1.6173e+09
571,26,0.74512,1.9951,0.40234,-0.71201,17,1.6173e+09
571,26,0.18652,1.8936,0.58887,-0.356,18,1.6173e+09
571,26,0.25293,1.9219,0.57129,-0.356,30,1.6173e+09
571,26,0.44824,1.9482,0.45508,-0.356,44,1.6173e+09
571,26,0.58496,1.9482,0.43066,-0.356,55,1.6173e+09
571,26,0.65918,1.9521,0.45117,-0.356,57,1.6173e+09
571,26,0.80176,1.9258,0.46777,-0.356,47,1.6173e+09
571,26,0.8125,1.9531,0.46973,-0.356,28,1.6173e+09
571,26,0.78027,1.9277,0,0.356,8,1.6173e+09
572,32,0.30664,1.8789,0.47656,0,6,1.6173e+09
572,32,0.37305,1.9033,0.45313,0,18,1.6173e+09
572,32,0.37891,1.9248,0.4873,0,35,1.6173e+09
572,32,0.44824,1.9482,0.4541,0,45,1.6173e+09
572,32,0.45508,1.9688,0.49219,0,40,1.6173e+09
572,32,0.46094,1.9971,0.49805,0,25,1.6173e+09
572,32,0.40137,2.04,0.50098,0,11,1.6173e+09
572,32,0,1.8252,0.27246,0.356,6,1.6173e+09
572,32,0,1.8154,0.46875,0.356,7,1.6173e+09
572,32,0,1.8438,0.47559,0.356,8,1.6173e+09
572,32,0.060547,1.9053,0.31836,0.356,9,1.6173e+09
572,32,0.31152,1.835,0.70801,0.356,11,1.6173e+09
572,32,0.25293,1.9043,0.62598,0.356,22,1.6173e+09
572,32,0.25586,1.9287,0.64648,0.356,27,1.6173e+09
572,32,0.3252,1.9561,0.62598,0.356,23,1.6173e+09
572,32,0.26367,1.9785,0.68164,0.356,12,1.6173e+09
572,32,0.32031,1.8379,0.85059,0.71201,7,1.6173e+09
572,32,0.31152,1.9502,0.25879,-0.71201,16,1.6173e+09
572,32,0.37891,1.9414,0.41406,-0.71201,31,1.6173e+09
572,32,0.38477,1.9785,0.37695,-0.71201,42,1.6173e+09
572,32,0.38965,2.0029,0.39941,-0.71201,39,1.6173e+09
572,32,0.39551,2.0361,0.37891,-0.71201,27,1.6173e+09
572,32,0.40137,2.0752,0.32422,-0.71201,15,1.6173e+09
572,32,0,1.9043,0.33301,-0.356,8,1.6173e+09
572,32,0.30664,1.9033,0.36621,-0.356,13,1.6173e+09
572,32,0.37305,1.9102,0.42383,-0.356,43,1.6173e+09
572,32,0.37891,1.9346,0.44727,-0.356,84,1.6173e+09
572,32,0.38477,1.9658,0.4375,-0.356,107,1.6173e+09
572,32,0.38965,1.9941,0.44336,-0.356,94,1.6173e+09
572,32,0.39551,2.0215,0.45215,-0.356,58,1.6173e+09
572,32,0.46777,2.0283,0.4873,-0.356,27,1.6173e+09
572,32,0.33887,2.0918,0.45508,-0.356,9,1.6173e+09
573,61,0.3623,1.877,0.28516,0,18,1.6173e+09
573,61,0.42969,1.8936,0.28613,0,51,1.6173e+09
573,61,0.43555,1.9238,0.27344,0,88,1.6173e+09
573,61,0.50488,1.9453,0.21289,0,98,1.6173e+09
573,61,0.44824,1.9873,0.22656,0,77,1.6173e+09
573,61,0.51953,2.0098,0.12695,0,40,1.6173e+09
573,61,1.9219,0,2.3916,0,10,1.6173e+09
573,61,1.9453,0,2.292,0,10,1.6173e+09
573,61,1.9678,0,2.4531,0,8,1.6173e+09
573,61,0,1.8105,0.35547,0.356,8,1.6173e+09
573,61,0,1.8623,0.21094,0.356,9,1.6173e+09
573,61,0,1.8936,-0.19531,0.356,7,1.6173e+09
573,61,0.060547,1.9316,0.037109,0.356,6,1.6173e+09
573,61,0.18359,1.9463,0.17188,0.356,13,1.6173e+09
573,61,0.24902,1.9492,0.32617,0.356,26,1.6173e+09
573,61,0.31543,1.957,0.39355,0.356,37,1.6173e+09
573,61,0.32031,1.9805,0.42285,0.356,36,1.6173e+09
573,61,0.25977,1.9971,0.51953,0.356,24,1.6173e+09
573,61,1.8232,0,-2.3486,0.356,11,1.6173e+09
573,61,1.8447,0,-2.3975,0.356,18,1.6173e+09
573,61,1.9453,0,2.4375,0.356,20,1.6173e+09
573,61,1.9678,0,-2.4678,0.356,15,1.6173e+09
573,61,0.31152,1.9268,0.39844,0.71201,7,1.6173e+09
573,61,0.18945,1.9033,0.65332,0.71201,9,1.6173e+09
573,61,0.19238,1.9336,0.65332,0.71201,8,1.6173e+09
573,61,1.8447,0,-2.3232,0.71201,13,1.6173e+09
573,61,1.9453,0,-2.4648,0.71201,14,1.6173e+09
573,61,0.62988,1.3252,-2.0479,0.71201,10,1.6173e+09
573,61,0.37891,1.9785,0.16113,-1.068,9,1.6173e+09
573,61,0.38477,2.0107,0.1084,-1.068,9,1.6173e+09
573,61,0.45508,2.0283,0.060547,-1.068,8,1.6173e+09
573,61,0.3623,1.8916,0.16504,-0.71201,16,1.6173e+09
573,61,0.42969,1.9092,0.1416,-0.71201,43,1.6173e+09
573,61,0.43555,1.9385,0.14063,-0.71201,72,1.6173e+09
573,61,0.44238,1.9678,0.12988,-0.71201,79,1.6173e+09
573,61,0.5127,1.9844,0.055664,-0.71201,58,1.6173e+09
573,61,0.58496,1.9932,-0.094727,-0.71201,25,1.6173e+09
573,61,-1.7139,1.2012,0.26367,-0.71201,8,1.6173e+09
573,61,0,1.8252,0.27246,-0.356,7,1.6173e+09
573,61,0,1.8613,0.2207,-0.356,9,1.6173e+09
573,61,0.11914,1.9004,0.015625,-0.356,11,1.6173e+09
573,61,0.3623,1.8955,0.11523,-0.356,39,1.6173e+09
573,61,0.42969,1.9063,0.18262,-0.356,105,1.6173e+09
573,61,0.43555,1.9336,0.19531,-0.356,180,1.6173e+09
573,61,0.37891,1.9727,0.22363,-0.356,203,1.6173e+09
573,61,0.44824,1.9932,0.16992,-0.356,162,1.6173e+09
573,61,0.51953,2.0117,0.079102,-0.356,82,1.6173e+09
573,61,0.59277,2.0215,0.10156,-0.356,25,1.6173e+09
573,61,0.2002,2.1025,0.33301,-0.356,10,1.6173e+09
573,61,0.54492,1.5752,-1.8496,0,6,1.6173e+09
573,61,0.55078,1.542,-1.9141,0,6,1.6173e+09
573,61,0.53223,1.4795,-1.8535,0.356,6,1.6173e+09
573,61,0.61523,1.5508,-1.8076,0.356,11,1.6173e+09
573,61,0.62207,1.4307,-1.9404,0.356,13,1.6173e+09
573,61,0.62988,1.1787,-2.1357,0.356,12,1.6173e+09
573,61,0.53809,1.5996,-1.79,0.71201,9,1.6173e+09
573,61,0.54492,1.541,-1.8779,0.71201,11,1.6173e+09
573,61,1.9678,0,-2.4502,0.71201,10,1.6173e+09
573,61,1.2998,0,-1.8184,-0.71201,13,1.6173e+09
573,61,-0.65918,0.25488,-1.9873,-0.71201,7,1.6173e+09
573,61,-1.7373,1.1836,0.3916,-0.356,6,1.6173e+09
574,64,0.17871,1.8887,0.16211,0,5,1.6173e+09
574,64,0.24121,1.8984,0.26953,0,20,1.6173e+09
574,64,0.24512,1.9229,0.30664,0,48,1.6173e+09
574,64,0.24902,1.9482,0.33105,0,80,1.6173e+09
574,64,0.25293,1.9746,0.3457,0,97,1.6173e+09
574,64,0.25586,2.001,0.36621,0,85,1.6173e+09
574,64,0.19531,2.0381,0.36328,0,55,1.6173e+09
574,64,0.19727,2.0645,0.38379,0,26,1.6173e+09
574,64,1.8672,0,2.4141,0,10,1.6173e+09
574,64,1.8887,0,2.3125,0,15,1.6173e+09
574,64,1.9111,0,2.3408,0,15,1.6173e+09
574,64,0.4834,0.63965,-2.4492,0,10,1.6173e+09
574,64,2.1523,0,3.1494,0,4,1.6173e+09
574,64,2.2754,0,-2.6377,0,4,1.6173e+09
574,64,0,1.8037,0.38867,0.356,7,1.6173e+09
574,64,0,1.8496,0.30371,0.356,10,1.6173e+09
574,64,0,1.8867,0.25684,0.356,10,1.6173e+09
574,64,0.30176,1.8975,0.21582,0.356,10,1.6173e+09
574,64,0.24512,1.9199,0.32129,0.356,24,1.6173e+09
574,64,0.24902,1.9404,0.37109,0.356,40,1.6173e+09
574,64,0.25293,1.9648,0.40039,0.356,48,1.6173e+09
574,64,0.25586,1.9873,0.43262,0.356,39,1.6173e+09
574,64,0.25977,2.0166,0.43359,0.356,23,1.6173e+09
574,64,1.8672,0,2.3682,0.356,19,1.6173e+09
574,64,1.8887,0,2.459,0.356,28,1.6173e+09
574,64,1.9111,0,2.4492,0.356,29,1.6173e+09
574,64,1.9326,0,2.415,0.356,21,1.6173e+09
574,64,0.48828,1.2803,2.2168,0.356,9,1.6173e+09
574,64,2.3574,0,-3.1494,0.356,7,1.6173e+09
574,64,2.2754,0,-3.0908,0.356,8,1.6173e+09
574,64,2.1914,0,-2.9209,0.356,6,1.6173e+09
574,64,0.18359,1.9355,0.26465,0.71201,6,1.6173e+09
574,64,0.24902,1.9199,0.46777,0.71201,11,1.6173e+09
574,64,0.18945,1.9648,0.43262,0.71201,12,1.6173e+09
574,64,0.25586,1.9736,0.49316,0.71201,11,1.6173e+09
574,64,1.7891,0,-2.4092,0.71201,12,1.6173e+09
574,64,1.8105,0,2.5186,0.71201,19,1.6173e+09
574,64,1.8311,0,2.501,0.71201,19,1.6173e+09
574,64,1.8525,0,2.416,0.71201,14,1.6173e+09
574,64,2.3574,0,-3.1494,0.71201,4,1.6173e+09
574,64,2.1719,0.26367,-2.4834,0.71201,4,1.6173e+09
574,64,2.2959,0,-3.2637,0.71201,4,1.6173e+09
574,64,0.3252,2.0518,-0.094727,-1.78,8,1.6173e+09
574,64,0.3291,2.0811,-0.095703,-1.78,7,1.6173e+09
574,64,0.31543,1.9834,-0.22168,-1.424,7,1.6173e+09
574,64,0.25586,2.0322,-0.092773,-1.424,10,1.6173e+09
574,64,0.3252,2.0527,-0.078125,-1.424,11,1.6173e+09
574,64,0.39551,2.0713,-0.024414,-1.424,9,1.6173e+09
574,64,0.24512,1.9453,0.078125,-1.068,16,1.6173e+09
574,64,0.24902,1.9746,0.072266,-1.068,34,1.6173e+09
574,64,0.31543,1.9951,0.075195,-1.068,51,1.6173e+09
574,64,0.32031,2.0244,0.048828,-1.068,53,1.6173e+09
574,64,0.3252,2.0527,0.058594,-1.068,41,1.6173e+09
574,64,0.26367,2.0918,0.054688,-1.068,21,1.6173e+09
574,64,0.30176,1.9072,0.097656,-0.71201,17,1.6173e+09
574,64,0.24512,1.9395,0.16992,-0.71201,42,1.6173e+09
574,64,0.31152,1.96,0.1709,-0.71201,67,1.6173e+09
574,64,0.25293,1.999,0.15527,-0.71201,72,1.6173e+09
574,64,0.32031,2.0225,0.092773,-0.71201,57,1.6173e+09
574,64,0.3252,2.0537,-0.054688,-0.71201,31,1.6173e+09
574,64,0.39551,2.0654,-0.15234,-0.71201,13,1.6173e+09
574,64,-2.0703,1.4707,-0.20801,-0.71201,11,1.6173e+09
574,64,-2.0938,1.4922,-0.1748,-0.71201,11,1.6173e+09
574,64,0,1.8057,0.37793,-0.356,7,1.6173e+09
575,26,0.18164,1.9248,-0.025391,0,8,1.6173e+09
575,26,0.24512,1.9473,-0.021484,0,14,1.6173e+09
